case_id,card_id
CC-3228,C02231-K1
CC-3229,C12258-K2
CC-3230,C06821-K1
CC-3231,C05141-K1
CC-3232,C12626-K2
CC-3233,C12144-K2
CC-3234,C01966-K1
CC-3235,C08466-K1
CC-3236,C04965-K2
CC-3237,C06663-K2
CC-3238,C09791-K1
CC-3239,C08710-K1
CC-3240,C00163-K1
CC-3241,C09363-K2
CC-3242,C08842-K2
CC-3243,C11475-K1
CC-3244,C12409-K1
CC-3245,C08297-K1
CC-3246,C01347-K2
CC-3247,C08528-K1
CC-3248,C12900-K2
CC-3249,C11413-K1
CC-3250,C02147-K2
CC-3251,C04034-K2
CC-3252,C07855-K1
CC-3253,C13081-K1
CC-3254,C13036-K1
CC-3255,C12865-K1
CC-3256,C06630-K2
CC-3257,C00952-K1
CC-3258,C05704-K2
CC-3259,C11543-K2
CC-3260,C03151-K2
CC-3261,C06059-K2
CC-3262,C10760-K2
CC-3263,C11053-K1
CC-3264,C12296-K1
CC-3265,C04873-K1
CC-3266,C10010-K1
CC-3267,C13140-K1
CC-3268,C11496-K2
CC-3269,C01799-K2
CC-3270,C08943-K2
CC-3271,C00294-K2
CC-3272,C03778-K1
CC-3273,C04618-K1
CC-3274,C11704-K1
CC-3275,C11427-K1
CC-3276,C11522-K2
CC-3277,C13447-K1
CC-3278,C00849-K1
CC-3279,C10831-K1
CC-3280,C13328-K1
CC-3281,C11037-K1
CC-3282,C08495-K1
CC-3283,C08597-K2
CC-3284,C02716-K2
CC-3285,C09657-K2
CC-3286,C12982-K1
CC-3287,C10127-K2
CC-3288,C05381-K2
CC-3289,C09274-K1
CC-3290,C08918-K2
CC-3291,C02250-K2
CC-3292,C12036-K2
CC-3293,C13372-K1
CC-3294,C03786-K1
CC-3295,C04299-K1
CC-3296,C01672-K1
CC-3297,C09241-K2
CC-3298,C06947-K2
CC-3299,C09301-K2
CC-3300,C00051-K1
CC-3301,C03864-K1
CC-3302,C10736-K1
CC-3303,C11414-K1
CC-3304,C08945-K2
CC-3305,C07149-K2
CC-3306,C04881-K1
CC-3307,C06962-K2
CC-3308,C07761-K1
CC-3309,C02000-K2
CC-3310,C03047-K2
CC-3311,C13389-K1
CC-3312,C11464-K2
CC-3313,C07185-K2
CC-3314,C07840-K1
CC-3315,C06437-K1
CC-3316,C03561-K1
CC-3317,C11919-K2
CC-3318,C06059-K2
CC-3319,C06224-K2
CC-3320,C07648-K2
CC-3321,C02018-K2
CC-3322,C00889-K2
CC-3323,C09471-K2
CC-3324,C12061-K2
CC-3325,C00820-K1
CC-3326,C04551-K1
CC-3327,C08623-K2
CC-3328,C01982-K2
CC-3329,C07027-K1
CC-3330,C07102-K1
CC-3331,C09800-K2
CC-3332,C12136-K2
CC-3333,C11201-K1
CC-3334,C06096-K1
CC-3335,C03278-K2
CC-3336,C10837-K2
CC-3337,C03066-K1
CC-3338,C01618-K2
CC-3339,C12966-K1
CC-3340,C05996-K1
CC-3341,C12680-K1
CC-3342,C11513-K1
CC-3343,C07220-K1
CC-3344,C09680-K2
CC-3345,C02084-K2
CC-3346,C12012-K1
CC-3347,C11597-K2
CC-3348,C05125-K1
CC-3349,C12397-K1
CC-3350,C07367-K1
CC-3351,C13407-K1
CC-3352,C13081-K1
CC-3353,C09246-K1
CC-3354,C03871-K1
CC-3355,C11000-K2
CC-3356,C11595-K1
CC-3357,C09251-K1
CC-3358,C04597-K2
CC-3359,C07171-K2
CC-3360,C01154-K1
CC-3361,C09249-K1
CC-3362,C01388-K1
CC-3363,C12991-K1
CC-3364,C05530-K2
CC-3365,C08918-K2
CC-3366,C08737-K1
CC-3367,C11496-K2
CC-3368,C10170-K1
CC-3369,C10459-K1
CC-3370,C12166-K2
CC-3371,C07513-K1
CC-3372,C03218-K2
CC-3373,C12942-K2
CC-3374,C02513-K1
CC-3375,C05690-K1
CC-3376,C09742-K2
CC-3377,C02573-K2
CC-3378,C08842-K2
CC-3379,C11609-K1
CC-3380,C04352-K1
CC-3381,C10390-K1
CC-3382,C05289-K2
CC-3383,C10760-K2
CC-3384,C03999-K1
CC-3385,C05807-K1
CC-3386,C06988-K1
CC-3387,C04157-K1
CC-3388,C08831-K1
CC-3389,C09301-K2
CC-3390,C10955-K2
CC-3391,C11965-K1
CC-3392,C13372-K1
CC-3393,C09791-K1
CC-3394,C02063-K1
CC-3395,C01377-K1
CC-3396,C01755-K2
CC-3397,C13364-K1
CC-3398,C07606-K1
CC-3399,C07646-K2
CC-3400,C06067-K2
CC-3401,C12084-K2
CC-3402,C06947-K2
CC-3403,C12525-K1
CC-3404,C13447-K1
CC-3405,C11709-K2
CC-3406,C13456-K1
CC-3407,C03470-K1
CC-3408,C06494-K2
CC-3409,C00594-K1
CC-3410,C03777-K1
CC-3411,C10890-K1
CC-3412,C07741-K2
CC-3413,C11388-K1
CC-3414,C02309-K2
CC-3415,C00294-K2
CC-3416,C06744-K2
CC-3417,C12984-K2
CC-3418,C02949-K1
CC-3419,C04108-K2
CC-3420,C05942-K1
CC-3421,C08972-K2
CC-3422,C13171-K2
CC-3423,C08466-K1
CC-3424,C03422-K1
CC-3425,C13227-K1
CC-3426,C11844-K2
CC-3427,C02136-K1
CC-3428,C01638-K1
CC-3429,C00952-K1
CC-3430,C10137-K2
CC-3431,C06906-K1
CC-3432,C11847-K2
CC-3433,C10507-K2
CC-3434,C01155-K2
CC-3435,C08198-K1
CC-3436,C05704-K2
CC-3437,C09981-K2
CC-3438,C03047-K2
CC-3439,C09933-K2
CC-3440,C04034-K2
CC-3441,C09471-K2
CC-3442,C12111-K1
CC-3443,C04258-K1
CC-3444,C07901-K1
CC-3445,C04759-K1
CC-3446,C00938-K1
CC-3447,C06962-K2
CC-3448,C11388-K1
CC-3449,C02250-K2
CC-3450,C06630-K2
CC-3451,C11031-K2
CC-3452,C02715-K1
CC-3453,C09799-K1
CC-3454,C02231-K1
CC-3455,C11398-K1
CC-3456,C13354-K2
CC-3457,C04844-K1
CC-3458,C07867-K2
CC-3459,C13389-K1
CC-3460,C13349-K2
CC-3461,C12509-K2
CC-3462,C13081-K1
CC-3463,C11005-K1
CC-3464,C00889-K2
CC-3465,C11847-K2
CC-3466,C05560-K2
CC-3467,C07518-K2
CC-3468,C10553-K1
CC-3469,C11522-K2
CC-3470,C00750-K2
CC-3471,C06988-K1
CC-3472,C01109-K2
CC-3473,C05245-K2
CC-3474,C00728-K2
CC-3475,C10045-K1
CC-3476,C01982-K2
CC-3477,C01910-K1
CC-3478,C11642-K1
CC-3479,C10149-K1
CC-3480,C08256-K2
CC-3481,C10757-K2
CC-3482,C04125-K2
CC-3483,C07981-K1
CC-3484,C08044-K1
CC-3485,C00930-K1
CC-3486,C05686-K1
CC-3487,C04965-K2
CC-3488,C13414-K1
CC-3489,C11000-K2
CC-3490,C12984-K2
CC-3491,C07562-K2
CC-3492,C01562-K1
CC-3493,C04185-K2
CC-3494,C04046-K2
CC-3495,C02796-K1
CC-3496,C02502-K2
CC-3497,C02456-K1
CC-3498,C01439-K1
CC-3499,C07648-K2
CC-3500,C08897-K1
CC-3501,C05704-K2
CC-3502,C08483-K1
CC-3503,C08391-K2
CC-3504,C11294-K2
CC-3505,C07612-K1
CC-3506,C12330-K1
CC-3507,C06605-K1
CC-3508,C03676-K2
CC-3509,C09573-K1
CC-3510,C06940-K1
CC-3511,C11309-K1
CC-3512,C06835-K2
CC-3513,C04565-K1
CC-3514,C08989-K2
CC-3515,C04865-K1
CC-3516,C05585-K1
CC-3517,C12966-K1
CC-3518,C04285-K1
CC-3519,C10644-K1
CC-3520,C11464-K2
CC-3521,C03197-K1
CC-3522,C09354-K1
CC-3523,C02897-K1
CC-3524,C07855-K1
CC-3525,C09491-K1
CC-3526,C12707-K1
CC-3527,C11436-K1
CC-3528,C07212-K2
CC-3529,C11201-K1
CC-3530,C05530-K2
CC-3531,C03405-K2
CC-3532,C09791-K1
CC-3533,C09146-K1
CC-3534,C12991-K1
CC-3535,C03685-K2
CC-3536,C10084-K1
CC-3537,C02354-K2
CC-3538,C13440-K2
CC-3539,C09350-K1
CC-3540,C10906-K1
CC-3541,C03613-K1
CC-3542,C11464-K2
CC-3543,C01116-K2
CC-3544,C09533-K1
CC-3545,C00559-K1
CC-3546,C11122-K1
CC-3547,C11014-K1
CC-3548,C07867-K2
CC-3549,C03738-K2
CC-3550,C13447-K1
CC-3551,C11509-K2
CC-3552,C06962-K2
CC-3553,C05031-K2
CC-3554,C03474-K1
CC-3555,C11597-K2
CC-3556,C12942-K2
CC-3557,C02592-K1
CC-3558,C03786-K1
CC-3559,C05996-K1
CC-3560,C04865-K1
CC-3561,C01618-K2
CC-3562,C11919-K2
CC-3563,C09666-K2
CC-3564,C02147-K2
CC-3565,C11539-K2
CC-3566,C13171-K2
CC-3567,C07858-K2
CC-3568,C02023-K1
CC-3569,C02883-K2
CC-3570,C06059-K2
CC-3571,C01521-K2
CC-3572,C02902-K2
CC-3573,C02686-K1
CC-3574,C06059-K2
CC-3575,C11496-K2
CC-3576,C06744-K2
CC-3577,C10955-K2
CC-3578,C13140-K1
CC-3579,C00782-K1
CC-3580,C10631-K1
CC-3581,C09753-K1
CC-3582,C09301-K2
CC-3583,C07220-K1
CC-3584,C09800-K2
CC-3585,C11716-K1
CC-3586,C06940-K1
CC-3587,C12382-K1
CC-3588,C07919-K2
CC-3589,C07741-K2
CC-3590,C13034-K1
CC-3591,C12454-K1
CC-3592,C11522-K2
CC-3593,C12989-K1
CC-3594,C11847-K2
CC-3595,C09241-K2
CC-3596,C08841-K1
CC-3597,C04597-K2
CC-3598,C09663-K1
CC-3599,C03676-K2
CC-3600,C09612-K1
CC-3601,C11543-K2
CC-3602,C00722-K1
CC-3603,C02515-K2
CC-3604,C01109-K2
CC-3605,C00777-K1
CC-3606,C07648-K2
CC-3607,C00854-K2
CC-3608,C08281-K2
CC-3609,C02949-K1
CC-3610,C11642-K1
CC-3611,C12258-K2
CC-3612,C13160-K1
CC-3613,C12525-K1
CC-3614,C05378-K2
CC-3615,C04196-K2
CC-3616,C11198-K1
CC-3617,C09246-K1
CC-3618,C05125-K1
CC-3619,C04679-K1
CC-3620,C00777-K1
CC-3621,C03872-K1
CC-3622,C08374-K1
CC-3623,C04108-K2
CC-3624,C03684-K1
CC-3625,C02804-K1
CC-3626,C08391-K2
CC-3627,C10507-K2
CC-3628,C13541-K1
CC-3629,C01875-K1
CC-3630,C13328-K1
CC-3631,C11965-K1
CC-3632,C09657-K2
CC-3633,C10114-K1
CC-3634,C02354-K2
CC-3635,C12501-K1
CC-3636,C09146-K1
CC-3637,C11249-K1
CC-3638,C03218-K2
CC-3639,C04185-K2
CC-3640,C13402-K1
CC-3641,C04267-K1
CC-3642,C07855-K1
CC-3643,C02545-K2
CC-3644,C04034-K2
CC-3645,C05786-K2
CC-3646,C02285-K2
CC-3647,C11787-K1
CC-3648,C11852-K1
CC-3649,C12397-K1
CC-3650,C13290-K1
CC-3651,C02231-K1
CC-3652,C01196-K1
CC-3653,C05381-K2
CC-3654,C04776-K1
CC-3655,C12094-K2
CC-3656,C10086-K1
CC-3657,C06988-K1
CC-3658,C06050-K1
CC-3659,C02902-K2
CC-3660,C13372-K1
CC-3661,C11790-K1
CC-3662,C03019-K2
CC-3663,C07925-K1
CC-3664,C06031-K2
CC-3665,C02854-K1
CC-3666,C03278-K2
CC-3667,C12012-K1
CC-3668,C11381-K2
CC-3669,C09666-K2
CC-3670,C10383-K2
CC-3671,C12007-K2
CC-3672,C01119-K2
CC-3673,C12966-K1
CC-3674,C03685-K2
CC-3675,C01333-K2
CC-3676,C01332-K1
CC-3677,C05585-K1
CC-3678,C06437-K1
CC-3679,C09040-K1
CC-3680,C06855-K1
CC-3681,C02480-K1
CC-3682,C08623-K2
CC-3683,C12987-K1
CC-3684,C01138-K2
CC-3685,C10837-K2
CC-3686,C05240-K1
CC-3687,C10295-K1
CC-3688,C05704-K2
CC-3689,C02458-K1
CC-3690,C11227-K2
CC-3691,C10986-K2
CC-3692,C09742-K2
CC-3693,C06443-K1
CC-3694,C12092-K2
CC-3695,C03047-K2
CC-3696,C04108-K2
CC-3697,C06379-K1
CC-3698,C13025-K1
CC-3699,C05705-K1
CC-3700,C07394-K1
CC-3701,C01109-K2
CC-3702,C09981-K2
CC-3703,C07879-K1
CC-3704,C07073-K1
CC-3705,C08918-K2
CC-3706,C03040-K2
CC-3707,C13403-K2
CC-3708,C04061-K1
CC-3709,C05610-K1
CC-3710,C02897-K1
CC-3711,C09363-K2
CC-3712,C08450-K2
CC-3713,C06464-K1
CC-3714,C13147-K1
CC-3715,C08842-K2
CC-3716,C02502-K2
CC-3717,C12942-K2
CC-3718,C00952-K1
CC-3719,C11929-K2
CC-3720,C00294-K2
CC-3721,C00820-K1
CC-3722,C02231-K1
CC-3723,C05039-K1
CC-3724,C12166-K2
CC-3725,C11539-K2
CC-3726,C13036-K1
CC-3727,C08206-K2
CC-3728,C13171-K2
CC-3729,C10713-K1
CC-3730,C06835-K2
CC-3731,C08483-K1
CC-3732,C09241-K2
CC-3733,C07741-K2
CC-3734,C03095-K2
CC-3735,C04571-K2
CC-3736,C12846-K1
CC-3737,C12525-K1
CC-3738,C00728-K2
CC-3739,C11597-K2
CC-3740,C01155-K2
CC-3741,C04034-K2
CC-3742,C03575-K2
CC-3743,C00854-K2
CC-3744,C05245-K2
CC-3745,C10585-K2
CC-3746,C05423-K1
CC-3747,C02000-K2
CC-3748,C12267-K2
CC-3749,C08962-K2
CC-3750,C00889-K2
CC-3751,C04870-K1
CC-3752,C01116-K2
CC-3753,C07840-K1
CC-3754,C07612-K1
CC-3755,C06063-K1
CC-3756,C11000-K2
CC-3757,C07185-K2
CC-3758,C06598-K1
CC-3759,C04170-K1
CC-3760,C11919-K2
CC-3761,C07671-K2
CC-3762,C09274-K1
CC-3763,C00849-K1
CC-3764,C11847-K2
CC-3765,C06224-K2
CC-3766,C06988-K1
CC-3767,C01525-K2
CC-3768,C13364-K1
CC-3769,C02320-K2
CC-3770,C11065-K1
CC-3771,C04965-K2
CC-3772,C10780-K1
CC-3773,C09249-K1
CC-3774,C06940-K1
CC-3775,C11143-K1
CC-3776,C08595-K1
CC-3777,C08635-K1
CC-3778,C08106-K1
CC-3779,C10837-K2
CC-3780,C09280-K1
CC-3781,C10328-K1
CC-3782,C00655-K1
CC-3783,C07562-K2
CC-3784,C05378-K2
CC-3785,C07204-K1
CC-3786,C09998-K1
CC-3787,C02502-K2
CC-3788,C12028-K2
CC-3789,C03043-K1
CC-3790,C05559-K1
CC-3791,C04125-K2
CC-3792,C11844-K2
CC-3793,C07212-K2
CC-3794,C07470-K1
CC-3795,C07518-K2
CC-3796,C04597-K2
CC-3797,C11319-K1
CC-3798,C04037-K1
CC-3799,C08925-K1
CC-3800,C03019-K2
CC-3801,C11513-K1
CC-3802,C09325-K1
CC-3803,C04398-K1
CC-3804,C05689-K2
CC-3805,C12796-K1
CC-3806,C07508-K2
CC-3807,C08489-K2
CC-3808,C00440-K1
CC-3809,C06962-K2
CC-3810,C01521-K2
CC-3811,C03405-K2
CC-3812,C12961-K2
CC-3813,C11337-K1
CC-3814,C06663-K2
CC-3815,C08842-K2
CC-3816,C13447-K1
CC-3817,C08346-K1
CC-3818,C09666-K2
CC-3819,C01290-K1
CC-3820,C06362-K1
CC-3821,C09933-K2
CC-3822,C09025-K1
CC-3823,C10507-K2
CC-3824,C07729-K1
CC-3825,C05566-K1
CC-3826,C05192-K2
CC-3827,C11509-K2
CC-3828,C08557-K1
CC-3829,C01109-K2
CC-3830,C06578-K1
CC-3831,C07118-K1
CC-3832,C11952-K1
CC-3833,C11000-K2
CC-3834,C04889-K1
CC-3835,C09719-K1
CC-3836,C02716-K2
CC-3837,C06657-K1
CC-3838,C11522-K2
CC-3839,C12897-K1
CC-3840,C03685-K2
CC-3841,C01099-K1
CC-3842,C02250-K2
CC-3843,C04942-K1
CC-3844,C07855-K1
CC-3845,C11413-K1
CC-3846,C09365-K2
CC-3847,C05031-K2
CC-3848,C06940-K1
CC-3849,C00426-K2
CC-3850,C05530-K2
CC-3851,C12163-K1
CC-3852,C01966-K1
CC-3853,C08290-K2
CC-3854,C05996-K1
CC-3855,C05381-K2
CC-3856,C11309-K1
CC-3857,C03786-K1
CC-3858,C00235-K2
CC-3859,C06630-K2
CC-3860,C07204-K1
CC-3861,C09354-K1
CC-3862,C06582-K2
CC-3863,C01155-K2
CC-3864,C00978-K1
CC-3865,C05125-K1
CC-3866,C02554-K1
CC-3867,C13372-K1
CC-3868,C07212-K2
CC-3869,C10715-K2
CC-3870,C00004-K1
CC-3871,C06744-K2
CC-3872,C11539-K2
CC-3873,C08962-K2
CC-3874,C08465-K1
CC-3875,C11464-K2
CC-3876,C00583-K1
CC-3877,C01782-K2
CC-3878,C04108-K2
CC-3879,C07210-K1
CC-3880,C00450-K1
CC-3881,C10127-K2
CC-3882,C11871-K1
CC-3883,C09165-K2
CC-3884,C08918-K2
CC-3885,C10010-K1
CC-3886,C03042-K1
CC-3887,C05383-K1
CC-3888,C09820-K2
CC-3889,C07134-K2
CC-3890,C02458-K1
CC-3891,C08766-K1
CC-3892,C13058-K2
CC-3893,C09353-K1
CC-3894,C03474-K1
CC-3895,C05704-K2
CC-3896,C02475-K1
CC-3897,C08489-K2
CC-3898,C13147-K1
CC-3899,C02354-K2
CC-3900,C08206-K2
CC-3901,C10270-K1
CC-3902,C13414-K1
CC-3903,C08483-K1
CC-3904,C06464-K1
CC-3905,C11923-K2
CC-3906,C11702-K1
CC-3907,C03060-K1
CC-3908,C02975-K1
CC-3909,C03278-K2
CC-3910,C00129-K2
CC-3911,C07867-K2
CC-3912,C07171-K2
CC-3913,C10016-K2
CC-3914,C12094-K2
CC-3915,C09274-K1
CC-3916,C11000-K2
CC-3917,C02914-K2
CC-3918,C07729-K1
CC-3919,C07562-K2
CC-3920,C04386-K1
CC-3921,C09657-K2
CC-3922,C11595-K1
CC-3923,C11987-K1
CC-3924,C09289-K1
CC-3925,C04965-K2
CC-3926,C02472-K1
CC-3927,C03108-K1
CC-3928,C13171-K2
CC-3929,C01525-K2
CC-3930,C09586-K2
CC-3931,C06428-K1
CC-3932,C08391-K2
CC-3933,C08962-K2
CC-3934,C13407-K1
CC-3935,C03738-K2
CC-3936,C12166-K2
CC-3937,C10137-K2
CC-3938,C11496-K2
CC-3939,C02716-K2
CC-3940,C06224-K2
CC-3941,C09251-K1
CC-3942,C02502-K2
CC-3943,C10935-K1
CC-3944,C00728-K2
CC-3945,C13355-K1
CC-3946,C12397-K1
CC-3947,C02000-K2
CC-3948,C07118-K1
CC-3949,C03528-K1
CC-3950,C12084-K2
CC-3951,C05039-K1
CC-3952,C09456-K1
CC-3953,C02231-K1
CC-3954,C09280-K1
CC-3955,C09791-K1
CC-3956,C05664-K1
CC-3957,C11065-K1
CC-3958,C00259-K1
CC-3959,C05690-K1
CC-3960,C05678-K1
CC-3961,C04034-K2
CC-3962,C03218-K2
CC-3963,C05772-K1
CC-3964,C08305-K1
CC-3965,C07513-K1
CC-3966,C05362-K1
CC-3967,C01002-K1
CC-3968,C02147-K2
CC-3969,C08269-K1
CC-3970,C09673-K1
CC-3971,C07944-K1
CC-3972,C12191-K1
CC-3973,C04257-K1
CC-3974,C05240-K1
CC-3975,C02745-K1
CC-3976,C12796-K1
CC-3977,C11919-K2
CC-3978,C08458-K1
CC-3979,C01521-K2
CC-3980,C11787-K1
CC-3981,C00952-K1
CC-3982,C01982-K2
CC-3983,C09149-K1
CC-3984,C06744-K2
CC-3985,C04311-K1
CC-3986,C09044-K1
CC-3987,C06962-K2
CC-3988,C06059-K2
CC-3989,C12982-K1
CC-3990,C01983-K1
CC-3991,C08999-K1
CC-3992,C12885-K1
CC-3993,C12670-K1
CC-3994,C12036-K2
CC-3995,C07256-K2
CC-3996,C13236-K1
CC-3997,C08148-K1
CC-3998,C06031-K2
CC-3999,C00294-K2
CC-4000,C08336-K1
CC-4001,C01618-K2
CC-4002,C06299-K1
CC-4003,C02949-K1
CC-4004,C10614-K1
CC-4005,C02250-K2
CC-4006,C02181-K2
CC-4007,C04346-K2
CC-4008,C13372-K1
CC-4009,C08628-K1
CC-4010,C02753-K1
CC-4011,C00466-K1
CC-4012,C09471-K2
CC-4013,C06706-K1
CC-4014,C06929-K1
CC-4015,C07265-K1
CC-4016,C11230-K2
CC-4017,C08945-K2
CC-4018,C12007-K2
CC-4019,C01321-K1
CC-4020,C02170-K1
CC-4021,C06740-K1
CC-4022,C01996-K2
CC-4023,C09363-K2
CC-4024,C07185-K2
CC-4025,C04743-K1
CC-4026,C03019-K2
CC-4027,C11468-K2
CC-4028,C01119-K2
CC-4029,C05307-K2
CC-4030,C13407-K1
CC-4031,C03474-K1
CC-4032,C03040-K2
CC-4033,C06988-K1
CC-4034,C07508-K2
CC-4035,C08755-K2
CC-4036,C09657-K2
CC-4037,C01413-K1
CC-4038,C01116-K2
CC-4039,C11213-K1
CC-4040,C11309-K1
CC-4041,C06437-K1
CC-4042,C02559-K1
CC-4043,C09064-K1
CC-4044,C12987-K1
CC-4045,C09800-K2
CC-4046,C01996-K2
CC-4047,C10955-K2
CC-4048,C02955-K1
CC-4049,C09663-K1
CC-4050,C05423-K1
CC-4051,C13227-K1
CC-4052,C09241-K2
CC-4053,C00854-K2
CC-4054,C11092-K2
CC-4055,C02321-K2
CC-4056,C12835-K2
CC-4057,C04352-K1
CC-4058,C04597-K2
CC-4059,C09301-K2
CC-4060,C03517-K1
CC-4061,C04125-K2
CC-4062,C11844-K2
CC-4063,C04844-K1
CC-4064,C11496-K2
CC-4065,C05031-K2
CC-4066,C00750-K2
CC-4067,C10127-K2
CC-4068,C06835-K2
CC-4069,C12517-K2
CC-4070,C02354-K2
CC-4071,C05292-K1
CC-4072,C11597-K2
CC-4073,C11008-K1
CC-4074,C07646-K2
CC-4075,C07855-K1
CC-4076,C07518-K2
CC-4077,C12525-K1
CC-4078,C12785-K2
CC-4079,C01755-K2
CC-4080,C07841-K1
CC-4081,C11304-K1
CC-4082,C09939-K1
CC-4083,C11847-K2
CC-4084,C05081-K1
CC-4085,C04108-K2
CC-4086,C13269-K2
CC-4087,C09174-K1
CC-4088,C03040-K2
CC-4089,C12028-K2
CC-4090,C07648-K2
CC-4091,C04828-K2
CC-4092,C09791-K1
CC-4093,C04361-K1
CC-4094,C10585-K2
CC-4095,C09154-K1
CC-4096,C13005-K1
CC-4097,C02502-K2
CC-4098,C00978-K1
CC-4099,C11509-K2
CC-4100,C07562-K2
CC-4101,C02716-K2
CC-4102,C08635-K1
CC-4103,C03829-K1
CC-4104,C02949-K1
CC-4105,C01782-K2
CC-4106,C08250-K1
CC-4107,C13269-K2
CC-4108,C07883-K1
CC-4109,C03095-K2
CC-4110,C07523-K1
CC-4111,C04812-K1
CC-4112,C04965-K2
CC-4113,C04248-K2
CC-4114,C10879-K1
CC-4115,C11709-K2
CC-4116,C08450-K2
CC-4117,C08915-K1
CC-4118,C06403-K2
CC-4119,C02147-K2
CC-4120,C04034-K2
CC-4121,C03125-K2
CC-4122,C04537-K1
CC-4123,C05690-K1
CC-4124,C02838-K1
CC-4125,C07981-K1
CC-4126,C02181-K2
CC-4127,C00889-K2
CC-4128,C00779-K1
CC-4129,C01977-K1
CC-4130,C13389-K1
CC-4131,C02910-K1
CC-4132,C06224-K2
CC-4133,C07356-K1
CC-4134,C04597-K1
CC-4135,C09363-K1
CC-4136,C11987-K1
CC-4137,C07171-K2
CC-4138,C07212-K1
CC-4139,C12982-K1
CC-4140,C07925-K1
CC-4141,C05330-K1
CC-4142,C00426-K2
CC-4143,C01154-K1
CC-4144,C10344-K2
CC-4145,C00228-K1
CC-4146,C02250-K2
CC-4147,C07204-K1
CC-4148,C03685-K2
CC-4149,C05736-K1
CC-4150,C06940-K1
CC-4151,C12680-K1
CC-4152,C05330-K2
CC-4153,C02575-K1
CC-4154,C12644-K1
CC-4155,C12028-K2
CC-4156,C08962-K2
CC-4157,C01040-K2
CC-4158,C01128-K2
CC-4159,C13527-K1
CC-4160,C11891-K1
CC-4161,C03070-K1
CC-4162,C09918-K1
CC-4163,C13171-K2
CC-4164,C00773-K2
CC-4165,C08578-K1
CC-4166,C01525-K1
CC-4167,C06464-K1
CC-4168,C07858-K2
CC-4169,C06947-K2
CC-4170,C11000-K2
CC-4171,C03786-K1
CC-4172,C11670-K2
CC-4173,C02515-K2
CC-4174,C05942-K1
CC-4175,C12942-K2
CC-4176,C11522-K2
CC-4177,C10837-K2
CC-4178,C12111-K1
CC-4179,C00728-K2
CC-4180,C05115-K2
CC-4181,C06744-K2
CC-4182,C09742-K2
CC-4183,C00329-K2
CC-4184,C03341-K2
CC-4185,C08662-K1
CC-4186,C11595-K1
CC-4187,C11041-K1
CC-4188,C06168-K1
CC-4189,C07562-K2
CC-4190,C08466-K1
CC-4191,C08256-K2
CC-4192,C02545-K2
CC-4193,C12987-K1
CC-4194,C03218-K2
CC-4195,C06630-K2
CC-4196,C09933-K2
CC-4197,C12267-K2
CC-4198,C01333-K2
CC-4199,C02695-K1
CC-4200,C05245-K2
CC-4201,C03019-K2
CC-4202,C01119-K1
CC-4203,C01721-K2
CC-4204,C09365-K2
CC-4205,C07995-K1
CC-4206,C04393-K1
CC-4207,C00854-K2
CC-4208,C02809-K2
CC-4209,C07919-K2
CC-4210,C05061-K1
CC-4211,C02851-K2
CC-4212,C07750-K1
CC-4213,C07646-K2
CC-4214,C00750-K2
CC-4215,C09165-K2
CC-4216,C12166-K2
CC-4217,C01596-K2
CC-4218,C07508-K2
CC-4219,C03598-K2
CC-4220,C02231-K1
CC-4221,C03427-K2
CC-4222,C08206-K1
CC-4223,C07855-K1
CC-4224,C06220-K1
CC-4225,C05381-K2
CC-4226,C05996-K1
CC-4227,C07558-K1
CC-4228,C02695-K1
CC-4229,C02716-K2
CC-4230,C01424-K1
CC-4231,C09249-K1
CC-4232,C10137-K2
CC-4233,C08755-K2
CC-4234,C07212-K2
CC-4235,C05467-K1
CC-4236,C01982-K2
CC-4237,C02171-K1
CC-4238,C07118-K1
CC-4239,C11709-K2
CC-4240,C00942-K2
CC-4241,C00066-K1
CC-4242,C07898-K1
CC-4243,C01982-K2
CC-4244,C12885-K1
CC-4245,C12991-K1
CC-4246,C12744-K1
CC-4247,C12966-K1
CC-4248,C04889-K1
CC-4249,C11601-K1
CC-4250,C11413-K1
CC-4251,C04742-K1
CC-4252,C07841-K1
CC-4253,C07204-K1
CC-4254,C00094-K3
CC-4255,C11844-K2
CC-4256,C04812-K1
CC-4257,C07591-K1
CC-4258,C04346-K2
CC-4259,C02404-K1
CC-4260,C07558-K2
CC-4261,C06437-K1
CC-4262,C08945-K2
CC-4263,C04105-K2
CC-4264,C04248-K2
CC-4265,C02000-K1
CC-4266,C09141-K1
CC-4267,C07840-K1
CC-4268,C03999-K1
CC-4269,C07394-K1
CC-4270,C11539-K2
CC-4271,C03066-K1
CC-4272,C00466-K1
CC-4273,C09301-K2
CC-4274,C05423-K1
CC-4275,C01339-K1
CC-4276,C13407-K1
CC-4277,C09933-K2
CC-4278,C01010-K1
CC-4279,C12397-K1
CC-4280,C09274-K1
CC-4281,C08842-K2
CC-4282,C09863-K1
CC-4283,C03095-K2
CC-4284,C11309-K1
CC-4285,C00426-K2
CC-4286,C04072-K2
CC-4287,C03685-K2
CC-4288,C03151-K2
CC-4289,C02000-K2
CC-4290,C09939-K1
CC-4291,C08597-K2
CC-4292,C06950-K1
CC-4293,C00294-K2
CC-4294,C07671-K2
CC-4295,C04840-K1
CC-4296,C08943-K2
CC-4297,C06403-K2
CC-4298,C02716-K1
CC-4299,C02902-K2
CC-4300,C07311-K1
CC-4301,C09791-K1
CC-4302,C07641-K1
CC-4303,C04743-K1
