case_id,outcome,pattern,exposure_usd,opened_at,closed_at,analyst_notes
CC-5020,confirmed_fraud,out_of_region_use,424.93,2016-10-19 07:06:18,2016-10-21 18:06:18,"Case CC-5020: cardholder C05560 reported unrecognized activity on card C05560-K2. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $424.93 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5021,confirmed_fraud,card_not_present_fraud,2499.98,2016-10-19 07:06:23,2016-10-21 22:06:23,"Case CC-5021: cardholder C12942 reported unrecognized activity on card C12942-K2. 5 transaction(s) between 2016-10-18 and 2016-10-18 totaling $2,499.98 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed."
CC-5022,confirmed_fraud,card_not_present_fraud,375.04,2016-10-19 07:36:04,2016-10-22 10:36:04,Case CC-5022: cardholder C13076 reported unrecognized activity on card C13076-K1. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $375.04 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.
CC-5023,confirmed_fraud,account_takeover,350.77,2016-10-19 09:40:16,2016-10-24 15:40:16,Case CC-5023: cardholder C02341 reported unrecognized activity on card C02341-K1. 7 transaction(s) between 2016-10-16 and 2016-10-18 totaling $350.77 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-5024,confirmed_fraud,account_takeover,663.99,2016-10-19 10:10:11,2016-10-20 16:10:11,Case CC-5024: cardholder C05551 reported unrecognized activity on card C05551-K2. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $663.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-5025,confirmed_fraud,card_not_present_new_device,450.10,2016-10-19 11:40:43,2016-10-20 05:40:43,"Case CC-5025: cardholder C09876 reported unrecognized activity on card C09876-K1. 3 transaction(s) between 2016-10-18 and 2016-10-18 totaling $450.10 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed."
CC-5026,confirmed_fraud,out_of_region_use,309.86,2016-10-19 12:21:43,2016-10-20 18:21:43,"Case CC-5026: cardholder C07987 reported unrecognized activity on card C07987-K2. 3 transaction(s) between 2016-10-18 and 2016-10-18 totaling $309.86 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5027,confirmed_fraud,card_not_present_fraud,42.26,2016-10-19 13:22:19,2016-10-20 20:22:19,Case CC-5027: cardholder C11509 reported unrecognized activity on card C11509-K2. 2 transaction(s) between 2016-10-16 and 2016-10-18 totaling $42.26 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-5028,confirmed_fraud,out_of_region_use,374.93,2016-10-19 14:58:20,2016-10-24 12:58:20,"Case CC-5028: cardholder C06426 reported unrecognized activity on card C06426-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $374.93 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5029,confirmed_fraud,card_not_present_new_device,407.71,2016-10-19 15:40:26,2016-10-24 03:40:26,"Case CC-5029: cardholder C09657 reported unrecognized activity on card C09657-K2. 11 transaction(s) between 2016-10-14 and 2016-10-19 totaling $407.71 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-A300H Build/LRX22G on chrome generic. Card blocked and reissued. Customer reimbursed."
CC-5030,confirmed_fraud,account_takeover,440.94,2016-10-19 16:25:12,2016-10-20 17:25:12,Case CC-5030: cardholder C07171 reported unrecognized activity on card C07171-K2. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $440.94 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-5031,confirmed_fraud,card_not_present_fraud,31.71,2016-10-19 16:56:50,2016-10-23 13:56:50,Case CC-5031: cardholder C12681 reported unrecognized activity on card C12681-K1. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $31.71 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-5032,confirmed_fraud,out_of_region_use,459.20,2016-10-19 18:27:01,2016-10-24 14:27:01,"Case CC-5032: cardholder C11539 reported unrecognized activity on card C11539-K2. 11 transaction(s) between 2016-10-17 and 2016-10-19 totaling $459.20 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5033,confirmed_fraud,card_not_present_fraud,31.86,2016-10-19 18:28:32,2016-10-24 19:28:32,Case CC-5033: cardholder C12645 reported unrecognized activity on card C12645-K1. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $31.86 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-5034,confirmed_fraud,account_takeover,25.90,2016-10-19 18:40:53,2016-10-23 18:40:53,Case CC-5034: cardholder C13036 reported unrecognized activity on card C13036-K1. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $25.90 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-5035,cleared,none,0.00,2016-10-19 18:42:33,2016-10-21 15:42:33,Case CC-5035: model scored a $49.95 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-5036,confirmed_fraud,card_not_present_fraud,400.04,2016-10-19 18:50:46,2016-10-24 22:50:46,Case CC-5036: cardholder C08338 reported unrecognized activity on card C08338-K1. 2 transaction(s) between 2016-10-18 and 2016-10-18 totaling $400.04 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome generic. Card blocked and reissued. Customer reimbursed.
CC-5037,confirmed_fraud,card_not_present_new_device,149.91,2016-10-19 19:31:23,2016-10-24 19:31:23,"Case CC-5037: cardholder C01104 reported unrecognized activity on card C01104-K2. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $149.91 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed."
CC-5038,confirmed_fraud,card_not_present_fraud,16.06,2016-10-19 21:31:16,2016-10-24 17:31:16,Case CC-5038: cardholder C12258 reported unrecognized activity on card C12258-K2. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $16.06 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-5039,confirmed_fraud,account_takeover,225.97,2016-10-19 21:58:01,2016-10-23 23:58:01,Case CC-5039: cardholder C08847 reported unrecognized activity on card C08847-K1. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $225.97 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-5040,confirmed_fraud,card_not_present_fraud,110.12,2016-10-19 22:01:53,2016-10-24 20:01:53,Case CC-5040: cardholder C04034 reported unrecognized activity on card C04034-K2. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $110.12 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-G920P Build/NRD90M on chrome generic for android. Card blocked and reissued. Customer reimbursed.
CC-5041,confirmed_fraud,account_takeover,279.95,2016-10-19 22:04:03,2016-10-22 19:04:03,Case CC-5041: cardholder C01119 reported unrecognized activity on card C01119-K2. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $279.95 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-5042,confirmed_fraud,card_not_present_fraud,11.21,2016-10-19 22:35:22,2016-10-24 23:35:22,Case CC-5042: cardholder C03095 reported unrecognized activity on card C03095-K2. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $11.21 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-5043,cleared,none,0.00,2016-10-19 23:54:57,2016-10-20 15:54:57,Case CC-5043: model scored a $50.05 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-5044,confirmed_fraud,card_not_present_fraud,270.12,2016-10-19 23:56:34,2016-10-23 19:56:34,Case CC-5044: cardholder C12987 reported unrecognized activity on card C12987-K1. 2 transaction(s) between 2016-10-18 and 2016-10-18 totaling $270.12 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-G920P Build/NRD90M on chrome generic for android. Card blocked and reissued. Customer reimbursed.
CC-5045,confirmed_fraud,card_not_present_fraud,31.74,2016-10-20 00:06:07,2016-10-22 14:06:07,Case CC-5045: cardholder C10523 reported unrecognized activity on card C10523-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $31.74 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-5046,confirmed_fraud,out_of_region_use,4622.99,2016-10-20 00:15:59,2016-10-21 12:15:59,"Case CC-5046: cardholder C07518 reported unrecognized activity on card C07518-K2. 3 transaction(s) between 2016-10-18 and 2016-10-19 totaling $4,622.99 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5047,cleared,none,0.00,2016-10-20 00:43:09,2016-10-21 19:43:09,Case CC-5047: model scored a $199.96 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-5048,confirmed_fraud,card_not_present_fraud,1000.04,2016-10-20 01:41:04,2016-10-20 21:41:04,"Case CC-5048: cardholder C09170 reported unrecognized activity on card C09170-K1. 2 transaction(s) between 2016-10-18 and 2016-10-18 totaling $1,000.04 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed."
CC-5049,confirmed_fraud,account_takeover,1835.06,2016-10-20 02:09:51,2016-10-22 19:09:51,"Case CC-5049: cardholder C05530 reported unrecognized activity on card C05530-K2. 4 transaction(s) between 2016-10-19 and 2016-10-19 totaling $1,835.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-5050,confirmed_fraud,card_not_present_new_device,287.88,2016-10-20 02:25:50,2016-10-24 23:25:50,"Case CC-5050: cardholder C07686 reported unrecognized activity on card C07686-K1. 4 transaction(s) between 2016-10-16 and 2016-10-19 totaling $287.88 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome generic. Card blocked and reissued. Customer reimbursed."
CC-5051,confirmed_fraud,out_of_region_use,44.50,2016-10-20 03:17:59,2016-10-23 18:17:59,"Case CC-5051: cardholder C11201 reported unrecognized activity on card C11201-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $44.50 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5052,confirmed_fraud,out_of_region_use,96.98,2016-10-20 03:35:38,2016-10-25 21:35:38,"Case CC-5052: cardholder C04861 reported unrecognized activity on card C04861-K2. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $96.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5053,confirmed_fraud,card_not_present_fraud,424.86,2016-10-20 03:38:20,2016-10-20 22:38:20,Case CC-5053: cardholder C09283 reported unrecognized activity on card C09283-K1. 3 transaction(s) between 2016-10-18 and 2016-10-18 totaling $424.86 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MacOS on safari generic. Card blocked and reissued. Customer reimbursed.
CC-5054,confirmed_fraud,account_takeover,3604.93,2016-10-20 04:26:32,2016-10-21 12:26:32,"Case CC-5054: cardholder C02716 reported unrecognized activity on card C02716-K2. 9 transaction(s) between 2016-10-14 and 2016-10-19 totaling $3,604.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed."
CC-5055,confirmed_fraud,out_of_region_use,553.98,2016-10-20 04:41:24,2016-10-24 20:41:24,"Case CC-5055: cardholder C11945 reported unrecognized activity on card C11945-K2. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $553.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5056,confirmed_fraud,out_of_region_use,311.88,2016-10-20 05:06:49,2016-10-21 22:06:49,"Case CC-5056: cardholder C08913 reported unrecognized activity on card C08913-K2. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $311.88 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5057,confirmed_fraud,card_not_present_new_device,156.55,2016-10-20 06:54:13,2016-10-22 22:54:13,"Case CC-5057: cardholder C10837 reported unrecognized activity on card C10837-K2. 2 transaction(s) between 2016-10-19 and 2016-10-19 totaling $156.55 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-5058,confirmed_fraud,card_not_present_fraud,349.93,2016-10-20 07:18:01,2016-10-21 01:18:01,Case CC-5058: cardholder C07612 reported unrecognized activity on card C07612-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $349.93 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SAMSUNG SM-J701M Build/NRD90M on samsung browser 5.2. Card blocked and reissued. Customer reimbursed.
CC-5059,confirmed_fraud,out_of_region_use,669.93,2016-10-20 08:04:31,2016-10-25 19:04:31,"Case CC-5059: cardholder C07729 reported unrecognized activity on card C07729-K1. 2 transaction(s) between 2016-10-19 and 2016-10-19 totaling $669.93 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5060,confirmed_fraud,account_takeover,3043.92,2016-10-20 08:59:44,2016-10-24 20:59:44,"Case CC-5060: cardholder C11522 reported unrecognized activity on card C11522-K2. 11 transaction(s) between 2016-10-09 and 2016-10-19 totaling $3,043.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a MacOS on safari generic. Card blocked and reissued. Customer reimbursed."
CC-5061,confirmed_fraud,out_of_region_use,3775.96,2016-10-20 09:24:43,2016-10-24 18:24:43,"Case CC-5061: cardholder C09165 reported unrecognized activity on card C09165-K2. 3 transaction(s) between 2016-10-18 and 2016-10-19 totaling $3,775.96 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5062,cleared,none,0.00,2016-10-20 09:31:10,2016-10-23 01:31:10,Case CC-5062: model scored a $25.07 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-5063,confirmed_fraud,out_of_region_use,171.01,2016-10-20 09:33:46,2016-10-25 17:33:46,"Case CC-5063: cardholder C11031 reported unrecognized activity on card C11031-K2. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $171.01 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5064,confirmed_fraud,card_not_present_new_device,41.03,2016-10-20 09:36:14,2016-10-24 01:36:14,"Case CC-5064: cardholder C02782 reported unrecognized activity on card C02782-K2. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $41.03 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome generic. Card blocked and reissued. Customer reimbursed."
CC-5065,confirmed_fraud,card_not_present_fraud,299.98,2016-10-20 10:00:07,2016-10-21 20:00:07,Case CC-5065: cardholder C13060 reported unrecognized activity on card C13060-K1. 2 transaction(s) between 2016-10-19 and 2016-10-19 totaling $299.98 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a LGLS775 Build/NRD90U on chrome generic for android. Card blocked and reissued. Customer reimbursed.
CC-5066,confirmed_fraud,account_takeover,171.08,2016-10-20 10:02:33,2016-10-25 19:02:33,Case CC-5066: cardholder C06084 reported unrecognized activity on card C06084-K2. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $171.08 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-5067,confirmed_fraud,account_takeover,286.98,2016-10-20 10:46:34,2016-10-21 20:46:34,Case CC-5067: cardholder C11762 reported unrecognized activity on card C11762-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $286.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-5068,confirmed_fraud,card_not_present_fraud,600.08,2016-10-20 11:08:06,2016-10-21 23:08:06,Case CC-5068: cardholder C09918 reported unrecognized activity on card C09918-K1. 2 transaction(s) between 2016-10-19 and 2016-10-19 totaling $600.08 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-G950U Build/NRD90M on chrome generic for android. Card blocked and reissued. Customer reimbursed.
CC-5069,confirmed_fraud,account_takeover,209.87,2016-10-20 11:19:58,2016-10-21 16:19:58,Case CC-5069: cardholder C00170 reported unrecognized activity on card C00170-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $209.87 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-5070,confirmed_fraud,card_not_present_fraud,199.85,2016-10-20 11:56:11,2016-10-21 17:56:11,Case CC-5070: cardholder C13349 reported unrecognized activity on card C13349-K2. 4 transaction(s) between 2016-10-19 and 2016-10-19 totaling $199.85 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome generic. Card blocked and reissued. Customer reimbursed.
CC-5071,confirmed_fraud,account_takeover,349.02,2016-10-20 12:14:34,2016-10-25 17:14:34,Case CC-5071: cardholder C07185 reported unrecognized activity on card C07185-K2. 2 transaction(s) between 2016-10-18 and 2016-10-19 totaling $349.02 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-5072,confirmed_fraud,out_of_region_use,117.09,2016-10-20 12:31:19,2016-10-26 05:31:19,"Case CC-5072: cardholder C04352 reported unrecognized activity on card C04352-K1. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $117.09 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5073,confirmed_fraud,card_not_present_fraud,31.80,2016-10-20 12:48:05,2016-10-22 13:48:05,Case CC-5073: cardholder C06906 reported unrecognized activity on card C06906-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $31.80 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-5074,confirmed_fraud,out_of_region_use,59.00,2016-10-20 15:19:37,2016-10-25 19:19:37,"Case CC-5074: cardholder C09735 reported unrecognized activity on card C09735-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $59.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5075,confirmed_fraud,card_not_present_new_device,71.89,2016-10-20 15:40:52,2016-10-24 19:40:52,"Case CC-5075: cardholder C04597 reported unrecognized activity on card C04597-K2. 3 transaction(s) between 2016-10-18 and 2016-10-19 totaling $71.89 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-5076,confirmed_fraud,out_of_region_use,117.06,2016-10-20 16:03:13,2016-10-26 01:03:13,"Case CC-5076: cardholder C06840 reported unrecognized activity on card C06840-K1. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $117.06 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5077,cleared,none,0.00,2016-10-20 16:43:20,2016-10-22 13:43:20,"Case CC-5077: model scored a $2,494.89 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared."
CC-5078,cleared,none,0.00,2016-10-20 17:41:44,2016-10-22 13:41:44,Case CC-5078: model scored a $100.02 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-5079,confirmed_fraud,card_not_present_fraud,120.49,2016-10-20 18:12:43,2016-10-23 22:12:43,Case CC-5079: cardholder C01525 reported unrecognized activity on card C01525-K2. 2 transaction(s) between 2016-10-18 and 2016-10-19 totaling $120.49 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-G920P Build/NRD90M on chrome generic for android. Card blocked and reissued. Customer reimbursed.
CC-5080,confirmed_fraud,card_not_present_fraud,27.22,2016-10-20 18:40:11,2016-10-24 23:40:11,Case CC-5080: cardholder C13172 reported unrecognized activity on card C13172-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $27.22 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-5081,confirmed_fraud,card_not_present_new_device,50.01,2016-10-20 18:40:59,2016-10-25 11:40:59,"Case CC-5081: cardholder C09500 reported unrecognized activity on card C09500-K1. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $50.01 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed."
CC-5082,confirmed_fraud,out_of_region_use,4420.11,2016-10-20 19:29:23,2016-10-26 15:29:23,"Case CC-5082: cardholder C10585 reported unrecognized activity on card C10585-K2. 5 transaction(s) between 2016-10-19 and 2016-10-20 totaling $4,420.11 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5083,confirmed_fraud,out_of_region_use,570.07,2016-10-20 19:56:58,2016-10-25 15:56:58,"Case CC-5083: cardholder C01654 reported unrecognized activity on card C01654-K1. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $570.07 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5084,confirmed_fraud,card_not_present_fraud,599.91,2016-10-20 20:53:54,2016-10-25 22:53:54,Case CC-5084: cardholder C09873 reported unrecognized activity on card C09873-K1. 4 transaction(s) between 2016-10-19 and 2016-10-19 totaling $599.91 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MacOS on chrome 65.0. Card blocked and reissued. Customer reimbursed.
CC-5085,confirmed_fraud,card_not_present_new_device,243.84,2016-10-20 22:37:51,2016-10-24 20:37:51,"Case CC-5085: cardholder C02545 reported unrecognized activity on card C02545-K2. 9 transaction(s) between 2016-10-15 and 2016-10-19 totaling $243.84 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto G (5) Build/NPP25.137-82 on chrome generic. Card blocked and reissued. Customer reimbursed."
CC-5086,confirmed_fraud,account_takeover,193.93,2016-10-20 22:54:10,2016-10-23 23:54:10,Case CC-5086: cardholder C10016 reported unrecognized activity on card C10016-K2. 2 transaction(s) between 2016-10-19 and 2016-10-19 totaling $193.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-5087,confirmed_fraud,out_of_region_use,171.01,2016-10-20 23:44:58,2016-10-24 19:44:58,"Case CC-5087: cardholder C08348 reported unrecognized activity on card C08348-K1. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $171.01 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5088,confirmed_fraud,card_not_present_fraud,106.51,2016-10-21 01:21:38,2016-10-26 23:21:38,Case CC-5088: cardholder C04386 reported unrecognized activity on card C04386-K1. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $106.51 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-5089,confirmed_fraud,account_takeover,83.01,2016-10-21 02:12:57,2016-10-26 15:12:57,Case CC-5089: cardholder C09363 reported unrecognized activity on card C09363-K2. 2 transaction(s) between 2016-10-19 and 2016-10-20 totaling $83.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-5090,confirmed_fraud,out_of_region_use,155.25,2016-10-21 02:41:27,2016-10-24 12:41:27,"Case CC-5090: cardholder C07867 reported unrecognized activity on card C07867-K2. 7 transaction(s) between 2016-10-15 and 2016-10-20 totaling $155.25 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5091,confirmed_fraud,out_of_region_use,445.07,2016-10-21 03:24:10,2016-10-24 22:24:10,"Case CC-5091: cardholder C07212 reported unrecognized activity on card C07212-K2. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $445.07 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5092,confirmed_fraud,out_of_region_use,215.07,2016-10-21 03:28:03,2016-10-26 20:28:03,"Case CC-5092: cardholder C09933 reported unrecognized activity on card C09933-K2. 3 transaction(s) between 2016-10-18 and 2016-10-20 totaling $215.07 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5093,confirmed_fraud,card_not_present_fraud,136.94,2016-10-21 03:30:41,2016-10-23 23:30:41,Case CC-5093: cardholder C11595 reported unrecognized activity on card C11595-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $136.94 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Moto G (5) Plus Build/NPN25.137-82 on chrome generic. Card blocked and reissued. Customer reimbursed.
CC-5094,confirmed_fraud,card_not_present_new_device,767.91,2016-10-21 04:03:34,2016-10-21 22:03:34,"Case CC-5094: cardholder C12897 reported unrecognized activity on card C12897-K1. 4 transaction(s) between 2016-10-18 and 2016-10-19 totaling $767.91 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-5095,cleared,none,0.00,2016-10-21 07:45:24,2016-10-24 01:45:24,Case CC-5095: model scored a $48.49 transaction at 0.92. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
