device_key,device_info,os,browser,screen,is_new_flag
af8788f5841f,X3402,,chrome 55.0 for android,,New
24d34bc20167,SAMSUNG SM-G950F Build/R16NW,,samsung browser 7.0,,Found
2fdec8a58573,SAMSUNG SM-G950F Build/R16NW,,samsung browser 7.0,,Found
93e8d04bdb3f,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser 6.4,2220x1081,New
04d13d6c5fc4,LG-M400 Build/NRD90U,,chrome 65.0 for android,,New
411a6ed5f3bb,SM-G920I Build/NRD90M,,chrome 65.0 for android,,Found
36d8876c8860,SM-G930U Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080,New
e462fc70561a,SAMSUNG SM-G950F Build/R16NW,,samsung browser 7.0,,Found
81e2814ad739,SM-G935F Build/NRD90M,,chrome 65.0 for android,,New
3d7c6417fea3,iOS Device,iOS 11.2.6,mobile safari generic,2436x1125,New
fadaabdc14e6,hi6210sft Build/MRA58K,,chrome 65.0 for android,,New
ec54160aca84,,Linux,chrome 65.0,1920x1080,Found
e17906482a9a,PRA-LX3 Build/HUAWEIPRA-LX3,,chrome 65.0 for android,,Found
92d12f659b11,SAMSUNG SM-A510M Build/NRD90M,,samsung browser 6.4,,New
b611e75ea406,WAS-LX1A Build/HUAWEIWAS-LX1A,,chrome 65.0 for android,,Found
12678a8e31b8,SM-A720F Build/NRD90M,,chrome 65.0 for android,,New
4aa4fd2cc2e7,SM-G935P Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,New
2a79eb768cac,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 65.0 for android,,New
7ec46b6d5314,Lenovo-A6020l36 Build/LMY47V,,other,,Found
cbce30b06d58,MYA-L13 Build/HUAWEIMYA-L13,,chrome 65.0 for android,,Found
d43a7bc5659e,SM-G610M Build/MMB29K,,chrome 65.0 for android,,New
e105f8d96d46,SAMSUNG SM-G532M Build/MMB29T,,Samsung/SM-G532M,,New
c7f26a0f75a1,SM-G920I Build/NRD90M,,chrome 65.0 for android,,Found
3cf67f490ad8,P01M,Android 6.0.1,chrome 55.0 for android,2048x1536,New
e56f156affb8,F5321,,chrome 65.0 for android,,Found
bde70c9720ed,Moto G (5) Plus Build/NPNS25.137-15-11,,chrome generic,,Found
aa6ca9220e17,Linux x86_64,,firefox 59.0,,New
53ac89fa3caf,SLA-L03 Build/HUAWEISLA-L03,,chrome 65.0 for android,,New
f2f26ebab9e8,M4 SS4457-R Build/NRD90M,,chrome 65.0 for android,,New
4e7a687fee37,Moto G (5) Build/NPP25.137-72,,chrome generic,,Found
5107535bd762,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 65.0 for android,,New
c1bed6ca4d18,HUAWEI CAN-L01 Build/HUAWEICAN-L01,,chrome 65.0 for android,,New
08427a417d52,M4 SS4453 Build/MMB29M,,chrome 65.0 for android,,New
e2e9bb9a9bd4,SM-T380,,chrome 65.0 for android,,New
903e339a1ed4,Blade L2 Plus Build/KOT49H,,chrome 65.0 for android,,New
7177a5906f63,Ilium L1120 Build/NRD90M,,chrome 65.0 for android,,New
4a78a05d65cb,SAMSUNG,,samsung browser 6.4,,New
8cfecc6f8b1a,LG-D855 Build/LRX21R,,chrome 65.0 for android,,New
f8c6d3645860,8050G Build/LMY47I,,chrome 55.0 for android,,New
fa0c89e86792,8050G Build/LMY47I,,chrome 55.0 for android,,Found
8596906e99b9,SM-G531H Build/LMY48B,,chrome 65.0 for android,,Found
6490f9b53279,TRT-L53 Build/HUAWEITRT-L53,,chrome 65.0 for android,,New
1b8d396c710c,SM-G610M Build/MMB29K,,chrome 65.0 for android,,New
4298c1e5b253,Moto G (4) Build/NPJS25.93-14-15,,chrome generic,,New
c9b4fb7117fc,moto x4 Build/OPWS27.57-40-6,,chrome 65.0 for android,,New
3fddc4ad16b1,Redmi,,chrome 65.0 for android,,Found
0fb300cb33be,Moto E (4) Plus Build/NMA26.42-69,,chrome generic,,New
2717fd821a9e,XT1565,Android 7.1.1,chrome 65.0 for android,1920x1080,Unknown
13e02dfacd30,XT1585 Build/NCK25.118-10.5,Android 7.0,chrome 65.0 for android,2560x1440,Found
7a78b8e5a110,SAMSUNG SM-J320M Build/LMY47V,,chrome generic,,Found
ba6566eef1b6,MOT-A6020l37 Build/LMY47V,,other,,New
3add402bf682,Ilium X510 Build/MRA58K,,chrome 65.0 for android,,Found
8034ead1286a,SM-A720F Build/NRD90M,,chrome 65.0 for android,,Found
58797b270179,SM-A720F Build/NRD90M,,chrome 65.0 for android,,Found
0fbcafd6c838,LG-X180g Build/LMY47I,,chrome 55.0 for android,,Found
a855e09455a4,SM-G532M Build/MMB29T,,chrome 64.0 for android,,New
0d225e882230,SM-G935F Build/NRD90M,,chrome 65.0 for android,,New
a66e42aee006,LG-M700 Build/NMF26X,,chrome 65.0 for android,,Found
df92c1b84ccf,F8331 Build/41.2.A.7.76,,chrome 65.0 for android,,New
51166235b7e4,SM-A720F Build/NRD90M,,chrome 65.0 for android,,New
e7052d01d22d,Moto G (5) Build/NPP25.137-93,,chrome generic,,New
de49dcf1a7c7,LG-M700 Build/NMF26X,,chrome 65.0 for android,,Found
f40dcac645e0,HTC Desire 626s Build/LMY47O,,chrome 64.0 for android,,New
f44eaab668e8,LG-M700 Build/NMF26X,,chrome 65.0 for android,,New
38efc3dd24bd,Moto E (4) Build/NMA26.42-19,,chrome generic,,Found
6ff87adef2b2,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,New
0ddc5be27d2d,SM-G925I Build/NRD90M,,chrome 65.0 for android,,New
737c2ad47bec,LG-H500 Build/LRX21Y,,chrome 65.0 for android,,Found
b2ff20bca5c9,SM-G930F Build/NRD90M,,chrome 65.0 for android,,New
8a4c624fee57,HUAWEI RIO-L03 Build/HUAWEIRIO-L03,,chrome 62.0 for android,,Found
4dd3dec978bc,TA-1038 Build/NMF26O,,chrome 65.0 for android,,New
ecf5c3a74585,XT1064 Build/MPB24.65-34-3,,chrome 65.0 for android,,New
b7d1435c5723,HUAWEI RIO-L03 Build/HUAWEIRIO-L03,,chrome 65.0 for android,,Found
4b0aae0264b0,M4 SS4456 Build/LMY47V,,chrome 65.0 for android,,New
80d97774d106,SAMSUNG SM-G610M Build/MMB29K,,samsung browser 6.4,,New
5dd6776964bf,MYA-L03 Build/HUAWEIMYA-L03,,chrome 65.0 for android,,Found
b7824c9d90d0,SM-N950U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1081,Found
0c27ed0df667,Moto Z2 Play Build/NPSS26.118-19-14,,chrome 65.0 for android,,Found
7f1055d23467,SM-G610M Build/MMB29K,,chrome 65.0 for android,,New
49a271cb7051,Moto G (4) Build/NPJ25.93-14.7,,chrome generic,,Found
20fad9e90a92,SLA-L03 Build/HUAWEISLA-L03,,chrome 65.0 for android,,New
82a7aef463c4,Moto G (4) Build/NPJ25.93-14.7,,chrome generic,,Found
41dec3252c64,PRA-LX1 Build/HUAWEIPRA-LX1,,chrome 65.0 for android,,New
9f45838f8c61,LGMS330 Build/LMY47V,,chrome 50.0 for android,,Found
aea624f4cf50,SLA-L03 Build/HUAWEISLA-L03,,chrome 65.0 for android,,Found
17c15fee5a04,SLA-L03 Build/HUAWEISLA-L03,,chrome 65.0 for android,,Found
43bd6c9321a8,ALE-L23 Build/HuaweiALE-L23,,chrome 65.0 for android,,New
69d52417b4c4,LG-D693n Build/LRX22G,,chrome 60.0 for android,,New
d1ce907f0f1d,Moto,Android 7.0,chrome generic,1920x1080,New
dc6d825f7b58,Redmi Note 4 Build/NRD90M,,chrome 62.0 for android,,Found
ea4f24b000b4,iOS Device,iOS 11.2.6,mobile safari generic,2208x1242,New
92a40193b078,Moto X Play Build/NPD26.48-24-1,,chrome 65.0 for android,,New
caa0103bb45a,Moto G (4) Build/NPJ25.93-14.7,,chrome generic,,New
54f050a86b5b,CAM-L03 Build/HUAWEICAM-L03,,chrome 65.0 for android,,New
0cadd5536e68,SM-J500M Build/MMB29M,,chrome 64.0 for android,,New
691a812a8248,SM-J700M Build/MMB29K,,chrome 59.0 for android,,Found
2359919a794f,SM-G930F Build/NRD90M,,chrome 65.0 for android,,New
2940d1516a71,LG-H820,,chrome 65.0 for android,,New
3657a1a7fced,Moto G (5S,,chrome generic,,Found
2192db4e5102,F5121 Build/34.3.A.0.252,,chrome 61.0 for android,,New
beb36605401b,SM-A320FL Build/NRD90M,,chrome 65.0 for android,,New
e38e526f3012,SM-G950F Build/NRD90M,,chrome 65.0 for android,,New
2504b157ffb8,SM-G532M Build/MMB29T,,Samsung/SM-G532M,,New
5b080f79adcf,SM-J500M Build/MMB29M,,chrome 65.0 for android,,New
b296d83a53bc,LG-H650 Build/MRA58K,,chrome 64.0 for android,,Found
26ffbf63a31d,SM-P600,,chrome 65.0 for android,,New
9038bf156a1a,LG-H650 Build/MRA58K,,chrome 64.0 for android,,Found
18f9138643ee,SM-J700M Build/LMY48B,,chrome 51.0 for android,,New
ac3815f863a7,E2306 Build/26.3.A.1.33,,chrome 65.0 for android,,Found
506dc7ba7e9b,SAMSUNG SM-G955F Build/NRD90M,,samsung browser 6.4,,Found
a28ac5241630,SAMSUNG SM-T587P Build/NRD90M,Android 7.0,samsung browser 6.4,1920x1200,Found
12cb28af6bb0,HUAWEI Y560-L03 Build/HUAWEIY560-L03,,chrome 65.0 for android,,New
46f5a0223fe4,VS995 Build/NRD90M,,chrome 65.0 for android,,Found
7565cb858957,SM-J700M Build/MMB29K,,chrome 65.0 for android,,Found
c26bf2ebcd86,HUAWEI RIO-L03 Build/HUAWEIRIO-L03,,chrome 65.0 for android,,New
55bc27982a25,Windows,Windows 7,chrome 62.0,1920x1080,Found
a2a160cc6648,SM-A510M Build/LMY47X,,chrome 65.0 for android,,Found
e399d4da0d40,Nexus,Android 8.1.0,chrome 65.0 for android,2562x1442,Found
51e4124f93d1,LG-D320 Build/KOT49I.V10a,,chrome generic,,Found
fdddad678f30,iOS Device,iOS 11.3.0,mobile safari generic,2048x1536,New
b4fc028934dc,Moto E (4) Build/NMA26.42-69,,chrome generic,,New
63d94d967165,LG-D320 Build/KOT49I.V10a,,chrome generic,,Found
21fe1947a1af,LG-D320 Build/KOT49I.V10a,,chrome generic,,Found
6bdc79276a48,LG-X180g Build/LMY47I,,chrome 65.0 for android,,New
3203124b28fe,SM-G950U Build/NRD90M,Android 7.0,chrome 65.0 for android,2220x1080,Found
934be16c17d5,SM-G930F Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080,Found
e353d70a1174,Lenovo,,chrome 65.0 for android,,New
ee285520b635,SM-G950U Build/NRD90M,Android 7.0,chrome 65.0 for android,2220x1080,Found
d271b05580bf,XT1225,,chrome 65.0 for android,,Found
3ed478d89dbd,Moto Z (2,Android 8.0.0,chrome generic,2560x1440,New
c160c6478328,Moto Z (2,Android 8.0.0,chrome generic,2560x1440,Found
e8357f575871,SAMSUNG-SM-G900A Build/KOT49H,,chrome 65.0 for android,,New
8f634fa07c80,Moto Z (2,Android 8.0.0,chrome generic,2560x1440,Found
ad5135db1a52,SM-G950F Build/NRD90M,,chrome 65.0 for android,,Found
3a46292c938e,M4 SS4458 Build/MMB29M,,chrome 50.0 for android,,New
cf87a4c024a4,iOS Device,iOS 11.3.0,mobile safari generic,2048x1536,New
9814d66455d0,SAMSUNG SM-G950F Build/R16NW,,samsung browser 7.0,,Found
5d09e6c5b6ab,SAMSUNG SM-G950F Build/R16NW,,samsung browser 7.0,,Found
aad116fcb76d,LG-D693n Build/LRX22G,,chrome 64.0 for android,,New
36b8312660c1,SM-G532M Build/MMB29T,,Samsung/SM-G532M,,New
5375a48e7ea4,SAMSUNG SM-G950F Build/R16NW,,samsung browser 7.0,,Found
65e2ac603873,SM-G610M Build/MMB29K,,chrome 65.0 for android,,New
09f218de5611,LG-D693n Build/LRX22G,,chrome 64.0 for android,,Found
d63e04ff168f,LG-D693n Build/LRX22G,,chrome 64.0 for android,,Found
782265777d03,M4 SS4458 Build/MMB29M,,chrome 50.0 for android,,Found
9a14b851514e,SM-G955U Build/NRD90M,,chrome 65.0 for android,,Found
aa1af93799b4,SAMSUNG SM-G950F Build/R16NW,,samsung browser 7.0,,Found
09519a4b1067,SAMSUNG-SM-G900A Build/LRX21T,,chrome 64.0 for android,,New
9dd64ed77763,SAMSUNG-SM-G900A Build/LRX21T,,chrome 64.0 for android,,Found
4e0898fa485e,Moto,,chrome generic,,New
b04ee8c672a4,Moto G Play Build/MPIS24.241-15.3-7,,chrome 65.0 for android,,Found
8771c02e0f61,Moto G (4) Build/NPJS25.93-14-15,,chrome generic,,New
49b50733bcc2,WAS-LX1A Build/HUAWEIWAS-LX1A,,chrome 65.0 for android,,New
98536307736a,LG-D320 Build/KOT49I.V10a,,chrome generic,,Found
633f962941d6,LGUS215 Build/NRD90U,Android 7.0,chrome 65.0 for android,1280x720,Found
b81eca5833f0,ASUS_Z017D,,,,New
b13199a1e25b,SM-G531H Build/LMY48B,,chrome 55.0 for android,,Found
563134c854c9,LG-D320 Build/KOT49I.V10a,,chrome generic,,Found
79e27035b911,SAMSUNG,,samsung browser 6.4,,New
e86d1778aca0,Moto G (4) Build/NPJS25.93-14-15,,chrome generic,,New
5e4e20c1f797,SAMSUNG,,samsung browser 6.4,,Found
2e28054dfa72,SM-G531H Build/LMY48B,,chrome 55.0 for android,,Found
f4c9225db86d,F3313 Build/37.0.A.2.248,,chrome 65.0 for android,,Found
4bc570e95ee6,LG-LS993 Build/NRD90U,,chrome 65.0 for android,,Found
9792f0ab0e05,SM-G920P Build/NRD90M,Android 7.0,chrome 65.0 for android,2560x1440,New
f414666b5004,Blade L2 Plus Build/KOT49H,,chrome 65.0 for android,,New
949383e739c7,F3313 Build/37.0.A.2.248,,chrome 65.0 for android,,Found
5a56347a30a0,Moto G (4) Build/NPJS25.93-14-15,,chrome generic,,New
6435fae76155,SM-G610M Build/MMB29K,,chrome 65.0 for android,,New
736dd58d71fe,Moto G (5) Build/NPP25.137-38,,chrome generic,,New
3dde19233eb8,Moto G (5) Build/NPP25.137-38,,chrome generic,,Found
003e2f7de373,SM-T520,Android 4.4.2,chrome 65.0 for android,2560x1600,Found
15752697917c,Moto G (5) Plus Build/NPN25.137-92,,chrome generic,,New
83915a207223,Moto G (5) Build/NPP25.137-38,,chrome generic,,Found
32f5d6e321b1,Moto G (4) Build/NPJS25.93-14-15,,chrome generic,,Found
60f81102afc8,BLADE L7 Build/MRA58K,,chrome 65.0 for android,,New
e51e9d4c4630,SM-G935V Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080,Found
5df7b3f15680,SM-J710MN Build/MMB29K,,chrome 65.0 for android,,Found
ab5f1e5d2b75,Moto G (5) Build/NPP25.137-38,,chrome generic,,Found
3a343998e0e6,5010G Build/MRA58K,,chrome 65.0 for android,,New
e7713a06ef27,SM-G955U Build/NRD90M,,chrome 65.0 for android,,Found
fdde1ce27e32,Moto Z2 Play Build/NPSS26.118-19-14,,chrome 65.0 for android,,New
e22f3035937b,SM-G955U Build/NRD90M,,chrome 65.0 for android,,Found
4c59aba46dd6,Moto G (5) Build/NPPS25.137-15-11,,chrome generic,,New
fb18907a7c00,SM-G955U Build/NRD90M,,chrome 65.0 for android,,Found
6ed827e97c45,F3213 Build/36.1.A.1.86,,chrome 65.0 for android,,New
c18e7aa15431,CHC-U03 Build/HuaweiCHC-U03,,chrome 65.0 for android,,New
53daac4ed97d,8050G Build/LMY47I,,chrome 55.0 for android,,Found
d6e605475835,SM-G532M Build/MMB29T,,chrome 63.0 for android,,New
5a43c816e442,,Linux,chrome 65.0,1920x1080,Found
1b6cdb9f8d01,SM-J700M Build/MMB29K,,chrome 65.0 for android,,Found
91bb4d0b39b6,P00A,Android 7.0,chrome 65.0 for android,1280x800,New
44093cdb77ca,HUAWEI VNS-L23 Build/HUAWEIVNS-L23,,chrome 63.0 for android,,Found
7b164241fa87,Moto G (4) Build/NPJ25.93-14.7,,chrome generic,,New
138ef6a7b297,SM-A300H Build/LRX22G,,chrome 65.0 for android,,New
d880de987689,SM-G610M Build/MMB29K,,other,,New
e8bc834252c0,SM-J500FN Build/MMB29M,,chrome 65.0 for android,,New
b5f48d50245d,LG-M700 Build/NMF26X,,chrome 65.0 for android,,New
3a03f852d65a,Moto X Play Build/NPD26.48-24-1,,chrome 65.0 for android,,New
e8c5c8906172,Moto Z (2,,chrome generic,,Found
eaf458f9ff60,SAMSUNG SM-J700M Build/MMB29K,,samsung browser 6.4,,New
1b0846c00f64,LG-H840 Build/MMB29M,,chrome 65.0 for android,,Found
35901f15a02a,LG-K500 Build/MMB29M,,chrome 65.0 for android,,Found
82590ef9aeda,moto x4 Build/OPWS27.57-40-6,,chrome 65.0 for android,,New
16ed5696313e,SM-A300H Build/LRX22G,,chrome 65.0 for android,,New
cb6152c63958,moto x4 Build/OPWS27.57-40-6,,chrome 65.0 for android,,New
befa3bd3e9f1,Redmi Note 4 Build/NRD90M,,chrome 62.0 for android,,Found
dfe0b9a156f1,Redmi Note 4 Build/NRD90M,,chrome 62.0 for android,,New
baca5875ed38,Redmi Note 4 Build/NRD90M,,chrome 62.0 for android,,Found
178b432cf646,ALE-L23 Build/HuaweiALE-L23,,chrome 65.0 for android,,New
55e1e023c9de,SM-J700M Build/MMB29K,,chrome 65.0 for android,,Found
41c05be0ec5e,Moto C Build/NRD90M.063,,chrome 65.0 for android,,New
fd8a7ecd032a,Moto C Build/NRD90M.063,,chrome 65.0 for android,,Found
fcb16789e3d6,Moto C Build/NRD90M.063,,chrome 65.0 for android,,Found
34d46793960b,Moto C Build/NRD90M.063,,chrome 65.0 for android,,Found
6872b6783b78,Blade V6 Build/LRX22G,,chrome 65.0 for android,,Found
626f1d8528c2,SAMSUNG SM-G950F Build/R16NW,,samsung browser 7.0,,Found
5a187f861f75,SAMSUNG SM-G950F Build/R16NW,,samsung browser 7.0,,Found
ae3651e59ba3,XT1635-02 Build/NPN26.118-22-2,,chrome 65.0 for android,,Found
719f2cf22bf6,SM-G935V Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080,Found
3273c590eb0e,SM-J727VPP Build/NRD90M,Android 7.0,chrome 65.0 for android,1280x720,Found
73b9e3a1c72b,SAMSUNG SM-G610M Build/MMB29K,,samsung browser 6.4,,New
bf18da3d7d69,STK_Sync_5e,,chrome 64.0 for android,,Found
5aa96ed80b79,LG-H542 Build/MRA58K,,other,,New
562a64a56095,SM-J701M Build/NRD90M,,chrome 58.0 for android,,New
657da5594010,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.4,2220x1081,Found
9d0414dcf7ed,SM-G950F Build/NRD90M,,chrome 65.0 for android,,New
142398e10623,SM-J700M Build/MMB29K,,chrome 64.0 for android,,Found
5f7b1d6feebe,SM-A710M Build/LMY47X,,chrome 65.0 for android,,New
50913ce935a1,SM-G900F Build/MMB29M,,chrome 65.0 for android,,Found
809509e7ba0f,SM-A320Y Build/NRD90M,,chrome 65.0 for android,,Found
62e9acc6e334,KFFOWI Build/LVY48F,Android 5.1.1,chrome generic,1024x600,New
2b55c8488a9e,iOS Device,iOS 11.2.6,mobile safari generic,1334x750,New
22668f34d427,Ilium L910 Build/MRA58K,,chrome 65.0 for android,,Found
60b6f67b631e,LG-X230 Build/MRA58K,,chrome 56.0 for android,,Found
cb5f781744fd,Ilium L910 Build/MRA58K,,chrome 65.0 for android,,Found
0a652aaafc8f,,Linux,chrome 65.0,2961x1442,Found
c98495769fea,Ilium L910 Build/MRA58K,,chrome 65.0 for android,,Found
730bcd5cb417,Lenovo K33b36 Build/MMB29M,,chrome 65.0 for android,,New
6fec3681097d,SM-G950F Build/R16NW,,chrome 65.0 for android,,New
d530b6e72173,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.4,2220x1081,Found
a3f901565296,SM-T710 Build/NRD90M,,chrome 65.0 for android,,Found
80620f05b185,iris50,,chrome 65.0 for android,,New
53f8711caccb,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,New
a43cff4eb834,Moto G (5S,,chrome generic,,New
5683d968c998,LG-H650 Build/MRA58K,,chrome 64.0 for android,,Found
dbbe0ad08abc,XT1064 Build/MPB24.65-34-3,,chrome 65.0 for android,,New
475610bba232,ALE-L21 Build/HuaweiALE-L21,,chrome 65.0 for android,,Found
7f8844964856,Moto G (5) Plus Build/NPNS25.137-92-4,,chrome generic,,Found
bed433df8b51,SM-G935F Build/NRD90M,,chrome 64.0 for android,,New
4d88f77eb89e,Moto G (5) Plus Build/NPNS25.137-92-4,,chrome generic,,New
0c2ce7f89520,Moto G (5) Plus Build/NPNS25.137-15-11,,chrome generic,,Unknown
3eecf486c5f0,E2306 Build/26.3.A.1.33,,chrome 65.0 for android,,New
621c83a96ddd,ALE-L23 Build/HuaweiALE-L23,,chrome 65.0 for android,,New
eb53a5ee6c13,SM-G960U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2960x1440,Found
0971511e585f,LG-H870 Build/NRD90U,,chrome 65.0 for android,,Found
b77f3270590d,iOS Device,iOS 11.2.6,mobile safari generic,1334x750,New
4307b45d3794,Moto Z (2,Android 8.0.0,chrome generic,2560x1440,Found
b691a6d765d6,Moto G (5) Plus Build/NPN25.137-82,,chrome generic,,New
8ce28a289f6e,LG-M327 Build/NRD90U,Android 7.0,chrome 65.0 for android,1280x720,New
cd516f538d62,M10/Q1010,,chrome 65.0 for android,,New
c62389fdcb15,LT30p,,chrome 56.0 for android,,New
b1badde0a2bb,LG-M700 Build/NMF26X,,chrome 65.0 for android,,New
e740a246384f,SM-J710MN Build/MMB29K,,chrome 65.0 for android,,New
c3c5154ee7d6,SM-G935F Build/NRD90M,,chrome 65.0 for android,,New
82bbf2543799,LG-M153 Build/MXB48T,,chrome 65.0 for android,,New
1ea91f9a8d49,SAMSUNG-SM-G920A Build/MMB29K,Android 6.0.1,chrome 65.0 for android,2560x1440,New
49d165cf7442,SM-G930F Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080,Found
836864c8d67c,SM-G930F Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080,New
334a594055d9,SAMSUNG SM-J327T1 Build/NRD90M,Android 7.0,samsung browser 5.2,1280x720,Found
f2a54faf3f9f,TRT-L53 Build/HUAWEITRT-L53,,chrome 65.0 for android,,New
269f95fdecc8,SM-G935F Build/NRD90M,,chrome 65.0 for android,,New
9e248bbb7541,CAM-L03 Build/HUAWEICAM-L03,,chrome 65.0 for android,,New
80279dac5b3b,SM-G930F Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080,Found
45de074c1c89,SAMSUNG-SM-J320A Build/NMF26X,,chrome 65.0 for android,,Found
1893b7d6c8c7,SM-J111M Build/LMY47V,,chrome 65.0 for android,,Found
6af0f55bdfdf,Moto G (5) Plus Build/NPN25.137-92,,chrome generic,,Found
64c6cae92ce5,SM-G935F Build/NRD90M,,chrome 65.0 for android,,New
a57a0c44c128,SM-G950U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1080,New
36c33f448c2b,HTCD100LVWPP,Android,chrome 65.0 for android,960x540,Found
8e9697567a16,HTCD100LVWPP,Android,chrome 65.0 for android,960x540,New
249f4d8c3bc5,GT-I9060M Build/KTU84P,,chrome 65.0 for android,,Found
4fc444ebb951,HTCD100LVWPP,Android,chrome 65.0 for android,960x540,Found
3ba38a6501c3,SAMSUNG SM-N950U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1081,Found
169577897fdd,SAMSUNG SM-N950U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1081,Found
7dd7a1b121fd,SAMSUNG SM-N950U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1081,Found
80ab25f1e71a,SAMSUNG SM-N950U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1081,New
645d5aa94e9b,SM-G950F Build/NRD90M,,chrome 65.0 for android,,New
a52ac9807d29,HTCD100LVWPP,Android,chrome 65.0 for android,960x540,Found
be7510e70715,SM-G955F Build/NRD90M,,chrome 65.0 for android,,Found
6492efbfb93e,MotoG3 Build/MPIS24.65-33.1-2-16,,chrome 65.0 for android,,New
495878d13ef7,Build/OPR1.170623.032,,,,New
e11cff8098ab,iOS Device,iOS 11.2.6,mobile safari generic,2732x2048,New
d25c5635978b,HTC One A9s Build/MRA58K,,chrome 52.0 for android,,New
c1d7fee5af91,F5321,,chrome 65.0 for android,,Found
8351a43d9de1,SAMSUNG SM-G610M Build/NRD90M,,samsung browser 6.4,,New
f27615efbc10,LG-K530 Build/MMB29M,,chrome 64.0 for android,,New
c5489501f3f8,SM-J700M Build/MMB29K,,chrome 65.0 for android,,Found
662a988743cf,SM-A310M Build/LMY47X,,chrome 65.0 for android,,Found
02d3567280e3,E5823 Build/32.4.A.1.54,,chrome 65.0 for android,,New
b1d860833ac5,XT1609 Build/MPIS24.241-2.35-1-17,,chrome 65.0 for android,,New
0e419047fb62,HUAWEI RIO-L03 Build/HUAWEIRIO-L03,,chrome 64.0 for android,,Found
9d83ce59640e,SLA-L03 Build/HUAWEISLA-L03,,chrome 65.0 for android,,New
8ea612867f54,Moto E (4) Plus Build/NMA26.42-69,,chrome generic,,Found
eb8317147560,Moto E (4) Build/NMA26.42-69,,chrome generic,,New
f1f55bea5680,HTC Desire 10 lifestyle Build/MMB29M,,chrome 65.0 for android,,New
1704a8357945,SM-G955U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1081,New
ba4b5e2975a4,XT1021 Build/LPCS23.13-34.8-3,,chrome 65.0 for android,,New
e822ebd4bbd6,Pixel,Android 8.1.0,chrome 65.0 for android,2562x1442,New
4a5f56a7bc9d,SM-G955U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1081,Found
a2b0ce9e391b,Moto G (4) Build/NPJ25.93-14.7,,chrome generic,,New
5b1ac561ee0c,HTC Desire 10 lifestyle Build/MMB29M,,chrome 65.0 for android,,New
ca495c5deb65,SM-G935F Build/NRD90M,,chrome 65.0 for android,,Found
cd9b965b0b7b,SM-G570M Build/MMB29K,,chrome 65.0 for android,,New
0bae3f328099,SM-J730GM Build/NRD90M,,chrome 65.0 for android,,Found
864e3b7885b7,Ilium L620 Build/NRD90M,,chrome 63.0 for android,,New
8dc68ff194ee,LG-K580 Build/MRA58K,,chrome 65.0 for android,,New
fe667216a4e6,RNE-L21 Build/HUAWEIRNE-L21,,chrome 65.0 for android,,New
082a69581990,SM-G930F Build/NRD90M,,chrome 65.0 for android,,New
927a443c10bf,LG-M700 Build/NMF26X,,chrome 65.0 for android,,Found
70fcd26ebdc4,LG-M250 Build/NRD90U,,chrome 65.0 for android,,Found
ff77319473b7,SM-G930F Build/NRD90M,,chrome 65.0 for android,,Found
d819a76292d4,PRA-LX3 Build/HUAWEIPRA-LX3,,chrome 65.0 for android,,New
7bf8b8037bf2,SM-J700M Build/MMB29K,,chrome 65.0 for android,,Found
11419516748c,SM-G925T Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,Unknown
bdd449694a7d,BLU,,chrome 65.0 for android,,Found
ffa0101ccb65,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 65.0 for android,,New
45a2cf05636b,SM-G950F Build/NRD90M,,chrome 58.0 for android,,New
c65c5ab601ee,SM-G925T Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,Unknown
ff886ce39a32,ALP-L09 Build/HUAWEIALP-L09,,chrome 65.0 for android,,New
5c45d70c635a,SM-G800F Build/MMB29K,,chrome 65.0 for android,,New
dab7618f6e53,SM-G925T Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,Unknown
9d3c56f869d0,SM-G610M Build/MMB29K,,chrome 65.0 for android,,Found
