card_id,card_network,card_type
C06419-K1,mastercard,debit
C02495-K1,mastercard,debit
C03627-K1,visa,credit
C08227-K1,visa,debit
C11200-K1,visa,debit
C10200-K1,mastercard,debit
C11133-K1,mastercard,credit
C10689-K1,visa,debit
C08603-K1,visa,debit
C00365-K1,visa,credit
C00497-K1,visa,debit
C05310-K1,mastercard,debit
C07540-K1,mastercard,debit
C05926-K1,visa,debit
C00366-K1,visa,debit
C12423-K1,visa,debit
C04053-K1,mastercard,debit
C01483-K1,visa,debit
C11066-K1,visa,debit
C04008-K1,visa,debit
C02984-K1,visa,credit
C10105-K1,visa,debit
C05104-K1,visa,debit
C10104-K1,visa,debit
C06505-K1,mastercard,credit
C00775-K1,mastercard,credit
C13545-K1,mastercard,debit
C01345-K1,visa,debit
C04813-K1,visa,debit
C09555-K1,visa,debit
C10277-K1,mastercard,debit
C04495-K1,visa,debit
C00340-K1,mastercard,debit
C07815-K1,visa,credit
C03690-K1,visa,debit
C04110-K1,mastercard,credit
C07415-K1,mastercard,debit
C06825-K1,visa,credit
C12917-K1,mastercard,debit
C11605-K1,mastercard,debit
C01839-K1,visa,debit
C01913-K1,mastercard,credit
C07034-K1,mastercard,debit
C06226-K1,visa,debit
C11338-K1,american express,credit
C07785-K1,visa,debit
C03031-K1,mastercard,debit
C03907-K1,mastercard,credit
C02081-K1,visa,credit
C13107-K1,visa,debit
C11115-K1,visa,debit
C08255-K1,visa,debit
C12650-K1,mastercard,debit
C07943-K1,mastercard,debit
C12294-K1,visa,credit
C12134-K1,mastercard,debit
C01511-K1,mastercard,debit
C04892-K1,mastercard,debit
C01054-K1,visa,debit
C04459-K1,visa,debit
C01505-K1,mastercard,debit
C11783-K1,mastercard,credit
C11783-K2,,
C08003-K1,mastercard,credit
C08879-K1,visa,credit
C07289-K1,visa,debit
C09740-K1,visa,debit
C06985-K1,mastercard,debit
C01433-K1,mastercard,credit
C06448-K1,mastercard,debit
C09214-K1,mastercard,credit
C13164-K1,visa,debit
C01955-K1,mastercard,debit
C01811-K1,mastercard,credit
C04331-K1,discover,credit
C02186-K1,visa,debit
C01541-K1,visa,credit
C12560-K1,visa,debit
C08444-K1,mastercard,credit
C09858-K1,visa,credit
C02257-K1,visa,debit
C04939-K1,visa,credit
C01778-K1,american express,credit
C00333-K1,visa,debit
C01532-K1,visa,credit
C06806-K1,visa,debit
C09492-K1,mastercard,debit
C00242-K1,visa,credit
C00678-K1,mastercard,credit
C13158-K1,visa,debit
C05042-K1,visa,debit
C04630-K1,mastercard,credit
C01445-K1,visa,debit
C00899-K1,mastercard,debit
C10129-K1,mastercard,credit
C06003-K1,visa,debit
C05280-K1,visa,debit
C03113-K1,mastercard,debit
C10353-K1,mastercard,debit
C04539-K1,visa,debit
C00603-K1,american express,credit
C08278-K1,visa,credit
C02951-K1,mastercard,debit
C02258-K1,visa,debit
C07788-K1,visa,debit
C04869-K1,mastercard,debit
C01956-K1,mastercard,debit
C12808-K1,mastercard,debit
C10211-K1,visa,credit
C12004-K1,mastercard,credit
C08581-K1,visa,debit
C09300-K1,visa,credit
C03884-K1,mastercard,debit
C05873-K1,visa,debit
C00402-K1,mastercard,debit
C02224-K1,american express,credit
C08472-K1,visa,credit
C01583-K1,visa,debit
C11051-K1,visa,credit
C11023-K1,visa,debit
C12087-K1,visa,debit
C07144-K1,visa,debit
C11832-K1,mastercard,debit
C09254-K1,visa,debit
C07183-K1,visa,debit
C10864-K1,visa,debit
C12582-K1,visa,debit
C02080-K1,visa,debit
C00881-K1,visa,credit
C02370-K1,visa,debit
C12713-K1,visa,debit
C07111-K1,mastercard,debit
C10069-K1,mastercard,credit
C09388-K1,mastercard,debit
C05792-K1,mastercard,debit
C08788-K1,mastercard,debit
C03710-K1,mastercard,debit
C04287-K1,visa,credit
C04913-K1,mastercard,credit
C04463-K1,visa,credit
C07475-K1,visa,debit
C13533-K1,mastercard,debit
C04099-K1,mastercard,debit
C09428-K1,mastercard,credit
C03180-K1,visa,credit
C06999-K1,visa,credit
C09896-K1,visa,credit
C04023-K1,mastercard,debit
C02524-K1,visa,debit
C08062-K1,mastercard,debit
C10710-K1,visa,debit
C10978-K1,american express,credit
C10096-K1,mastercard,credit
C13396-K1,visa,debit
C08970-K1,visa,debit
C00526-K1,visa,credit
C01202-K1,mastercard,debit
C03041-K1,mastercard,debit
C09932-K1,mastercard,debit
C13496-K1,visa,credit
C05400-K1,visa,debit
C01329-K1,mastercard,credit
C02271-K1,visa,credit
C05389-K1,visa,credit
C02941-K1,visa,credit
C01114-K1,visa,debit
C07301-K1,visa,debit
C08004-K1,visa,credit
C08396-K1,visa,debit
C05829-K1,mastercard,debit
C04475-K1,visa,debit
C07036-K1,visa,debit
C09412-K1,visa,debit
C02109-K1,mastercard,credit
C03399-K1,visa,credit
C09183-K1,visa,credit
C06997-K1,visa,credit
C08388-K1,mastercard,debit
C07047-K1,visa,debit
C06447-K1,visa,debit
C08066-K1,mastercard,credit
C07099-K1,mastercard,debit
C09526-K1,visa,debit
C09462-K1,american express,credit
C12133-K1,visa,debit
C04987-K1,visa,credit
C13224-K1,visa,debit
C11887-K1,mastercard,debit
C00705-K1,mastercard,debit
C06830-K1,mastercard,debit
C06880-K1,visa,debit
C05329-K1,visa,debit
C08621-K1,visa,debit
C00283-K1,visa,credit
C00900-K1,american express,credit
C06757-K1,mastercard,debit
C13197-K1,mastercard,debit
C13490-K1,mastercard,debit
C11373-K1,american express,credit
C09117-K1,visa,credit
C02557-K1,mastercard,debit
C05862-K1,visa,debit
C05674-K1,american express,credit
C08036-K1,visa,credit
C01432-K1,visa,credit
C11911-K1,visa,debit
C03692-K1,visa,debit
C08777-K1,visa,credit
C12974-K1,visa,credit
C00499-K1,visa,debit
C01243-K1,visa,debit
C03309-K1,visa,debit
C09216-K1,mastercard,credit
C12082-K1,visa,debit
C10589-K1,mastercard,credit
C12956-K1,visa,credit
C00910-K1,mastercard,credit
C06589-K1,mastercard,credit
C08506-K1,mastercard,debit
C04654-K1,visa,credit
C12978-K1,visa,credit
C08470-K1,visa,debit
C07659-K1,visa,credit
C00751-K1,mastercard,debit
C05564-K1,mastercard,credit
C09277-K1,visa,credit
C09864-K1,visa,debit
C01516-K1,mastercard,credit
C04911-K1,visa,credit
C03544-K1,,
C09279-K1,mastercard,credit
C02441-K1,visa,debit
C09847-K1,mastercard,credit
C07643-K1,visa,credit
C01496-K1,mastercard,credit
C11295-K1,mastercard,debit
C10844-K1,mastercard,credit
C04298-K1,visa,debit
C00170-K1,visa,credit
C00170-K2,visa,credit
C13075-K1,mastercard,credit
C13075-K2,mastercard,credit
C06236-K1,visa,debit
C02498-K1,visa,debit
C06196-K1,visa,credit
C04485-K1,mastercard,debit
C02390-K1,mastercard,debit
C05538-K1,mastercard,debit
C05465-K1,mastercard,debit
C07195-K1,mastercard,debit
C02332-K1,visa,credit
C01847-K1,mastercard,debit
C00023-K1,visa,debit
C07649-K1,visa,debit
C09138-K1,visa,credit
C09958-K1,mastercard,debit
C04372-K1,mastercard,debit
C12623-K1,visa,credit
C12741-K1,visa,credit
C01527-K1,visa,debit
C11038-K1,visa,credit
C12065-K1,mastercard,debit
C12541-K1,visa,debit
C11993-K1,mastercard,debit
C01745-K1,visa,debit
C08085-K1,visa,debit
C00444-K1,mastercard,debit
C02706-K1,visa,debit
C08677-K1,visa,debit
C00707-K1,american express,credit
C03162-K1,visa,credit
C04700-K1,mastercard,debit
C12229-K1,visa,debit
C01475-K1,visa,debit
C11814-K1,mastercard,credit
C05502-K1,visa,debit
C00487-K1,mastercard,debit
C11451-K1,visa,credit
C01679-K1,visa,debit
C10186-K1,visa,debit
C12446-K1,,credit
C12724-K1,visa,credit
C03834-K1,mastercard,credit
C01729-K1,visa,debit
C11535-K1,visa,debit
C11072-K1,visa,debit
C06541-K1,mastercard,debit
C10076-K1,visa,credit
C03480-K1,mastercard,debit
C04491-K1,mastercard,credit
C01722-K1,visa,credit
C09034-K1,visa,credit
C09282-K1,mastercard,debit
C04723-K1,visa,credit
C01930-K1,visa,debit
C12924-K1,visa,credit
C04772-K1,visa,debit
C10499-K1,visa,debit
C09920-K1,visa,debit
C07707-K1,visa,credit
C04341-K1,visa,credit
C09889-K1,mastercard,credit
C05562-K1,american express,credit
C08959-K1,mastercard,credit
C12215-K1,mastercard,debit
C06488-K1,mastercard,debit
C05167-K1,visa,credit
C04786-K1,mastercard,debit
C06153-K1,mastercard,debit
C02964-K1,visa,debit
C12613-K1,mastercard,debit
C03860-K1,visa,credit
C07251-K1,visa,credit
C07259-K1,visa,credit
C11974-K1,mastercard,debit
C10702-K1,mastercard,credit
C01535-K1,visa,credit
C03265-K1,visa,debit
C08516-K1,visa,debit
C03568-K1,visa,debit
C01567-K1,visa,debit
C08816-K1,mastercard,debit
C00537-K1,visa,debit
C13385-K1,visa,debit
C12360-K1,visa,credit
C06822-K1,visa,debit
C09959-K1,visa,debit
C13159-K1,american express,credit
C10533-K1,mastercard,debit
C12631-K1,american express,charge card
C04374-K1,mastercard,credit
C12049-K1,visa,credit
C06713-K1,visa,debit
C11090-K1,visa,credit
C04690-K1,visa,credit
C12361-K1,visa,debit
C07922-K1,visa,credit
C05929-K1,visa,credit
C05878-K1,mastercard,credit
C12085-K1,visa,debit
C11785-K1,visa,debit
C06839-K1,mastercard,credit
C09364-K1,mastercard,credit
C12893-K1,mastercard,debit
C04116-K1,mastercard,debit
C02384-K1,visa,debit
C00413-K1,mastercard,debit
C13069-K1,visa,debit
C12624-K1,visa,credit
C11439-K1,mastercard,debit
C08702-K1,visa,credit
C07546-K1,visa,debit
C01113-K1,mastercard,debit
C01632-K1,visa,credit
C06720-K1,mastercard,debit
C11058-K1,visa,credit
C04219-K1,visa,credit
C04662-K1,visa,credit
C10443-K1,visa,debit
C04045-K1,visa,debit
C05204-K1,visa,credit
C06060-K1,visa,credit
C07690-K1,visa,credit
C03296-K1,visa,debit
C05591-K1,visa,debit
C02957-K1,mastercard,debit
C02736-K1,mastercard,debit
C07967-K1,mastercard,credit
C02234-K1,mastercard,debit
C02234-K2,mastercard,credit
C11763-K1,visa,debit
C02220-K1,mastercard,debit
C10115-K1,visa,debit
C06405-K1,visa,credit
C09113-K1,mastercard,debit
C04975-K1,mastercard,debit
C07292-K1,visa,debit
C01356-K1,visa,credit
C09497-K1,visa,debit
C04558-K1,mastercard,debit
C03994-K1,visa,debit
C03742-K1,visa,credit
C10913-K1,visa,debit
C09071-K1,mastercard,debit
C06375-K1,mastercard,debit
C06375-K2,mastercard,debit
C01043-K1,visa,credit
C07545-K1,visa,debit
C05637-K1,visa,debit
C11305-K1,visa,credit
C03963-K1,mastercard,debit
C07184-K1,mastercard,debit
C00373-K1,visa,credit
C02367-K1,visa,credit
C11619-K1,visa,debit
C03342-K1,visa,debit
C13366-K1,mastercard,debit
C06377-K1,mastercard,debit
C09585-K1,visa,debit
C08390-K1,visa,debit
C08390-K2,,
C02728-K1,visa,debit
C07754-K1,visa,credit
C03462-K1,visa,debit
C13522-K1,visa,debit
C07670-K1,visa,credit
C07670-K2,visa,credit
C06207-K1,visa,debit
C03857-K1,visa,debit
C10758-K1,visa,debit
C01136-K1,visa,debit
C05701-K1,mastercard,credit
C00673-K1,visa,credit
C08974-K1,visa,credit
C07972-K1,visa,credit
C03674-K1,visa,debit
C12363-K1,mastercard,debit
C07488-K1,mastercard,debit
C03727-K1,visa,debit
C06452-K1,mastercard,credit
C10195-K1,american express,credit
C09682-K1,visa,debit
C07985-K1,mastercard,credit
C08423-K1,american express,credit
C01989-K1,mastercard,debit
C05406-K1,visa,debit
C06656-K1,visa,debit
C06359-K1,mastercard,debit
C06994-K1,mastercard,debit
C02861-K1,visa,debit
C09912-K1,visa,debit
C00975-K1,visa,debit
C01013-K1,mastercard,debit
C10232-K1,visa,credit
C09271-K1,visa,debit
C04878-K1,visa,credit
C09323-K1,visa,debit
C05974-K1,mastercard,debit
C06489-K1,visa,credit
C10727-K1,mastercard,credit
C11836-K1,visa,debit
C13048-K1,visa,debit
C08772-K1,mastercard,debit
C01272-K1,visa,debit
C02301-K1,visa,credit
C01631-K1,mastercard,credit
C10318-K1,visa,debit
C05993-K1,visa,debit
C10764-K1,american express,charge card
C03227-K1,visa,debit
C08202-K1,mastercard,debit
C08407-K1,visa,credit
C06585-K1,visa,credit
C07441-K1,american express,credit
C09895-K1,visa,debit
C04303-K1,mastercard,debit
C11431-K1,visa,credit
C04069-K1,visa,credit
C07713-K1,american express,credit
C02536-K1,visa,credit
C06112-K1,visa,debit
C07902-K1,visa,debit
C08986-K1,visa,credit
C02979-K1,american express,credit
C13130-K1,mastercard,credit
C04850-K1,visa,credit
C01893-K1,mastercard,debit
C10237-K1,visa,debit
C01841-K1,visa,debit
C10877-K1,mastercard,debit
C07722-K1,mastercard,credit
C12174-K1,mastercard,credit
C06946-K1,visa,debit
C08338-K1,american express,credit
C05071-K1,visa,debit
C08267-K1,mastercard,debit
C07767-K1,visa,credit
C07767-K2,visa,debit
C09091-K1,visa,debit
C00064-K1,mastercard,credit
C04155-K1,mastercard,credit
C03236-K1,american express,debit
C05963-K1,visa,debit
C12506-K1,mastercard,credit
C00079-K1,mastercard,debit
C02243-K1,mastercard,debit
C05038-K1,mastercard,debit
C12533-K1,mastercard,debit
C04148-K1,visa,debit
C06019-K1,visa,debit
C10523-K1,visa,credit
C01120-K1,mastercard,credit
C06378-K1,visa,credit
C11372-K1,visa,debit
C02781-K1,american express,credit
C01822-K1,mastercard,credit
C07520-K1,visa,debit
C12553-K1,visa,credit
C04390-K1,visa,credit
C00302-K1,visa,debit
C02022-K1,visa,debit
C01894-K1,visa,debit
C10649-K1,visa,credit
C05789-K1,american express,credit
C08130-K1,mastercard,credit
C00318-K1,mastercard,debit
C00176-K1,visa,credit
C08858-K1,mastercard,debit
C08200-K1,visa,debit
C01314-K1,mastercard,debit
C12384-K1,visa,debit
C05006-K1,visa,credit
C04857-K1,visa,credit
C11333-K1,visa,credit
C08171-K1,visa,debit
C00948-K1,mastercard,debit
C04819-K1,mastercard,debit
C09922-K1,mastercard,debit
C05959-K1,visa,credit
C08230-K1,visa,debit
C13172-K1,mastercard,credit
C05394-K1,visa,debit
C04171-K1,mastercard,credit
C12193-K1,visa,debit
C01309-K1,mastercard,debit
C03431-K1,visa,debit
C12803-K1,visa,debit
C04189-K1,visa,debit
C11248-K1,visa,credit
C07939-K1,visa,debit
C03190-K1,visa,debit
C05012-K1,visa,credit
C09485-K1,visa,credit
C12573-K1,visa,credit
C05405-K1,visa,credit
C05482-K1,visa,credit
C00118-K1,mastercard,credit
C09190-K1,visa,credit
C12584-K1,visa,debit
C08886-K1,visa,credit
C12535-K1,visa,debit
C03962-K1,mastercard,debit
C11631-K1,mastercard,debit
C00131-K1,visa,debit
C01256-K1,mastercard,credit
C08745-K1,visa,debit
C09794-K1,mastercard,debit
C10409-K1,visa,debit
C11212-K1,visa,credit
C12273-K1,visa,debit
C13379-K1,american express,credit
C01042-K1,visa,credit
C06796-K1,mastercard,debit
C07598-K1,visa,credit
C05857-K1,mastercard,debit
C10269-K1,visa,credit
C12580-K1,visa,debit
C09322-K1,visa,credit
C04842-K1,visa,credit
C06442-K1,visa,credit
C12204-K1,mastercard,debit
C12204-K2,,
C07877-K1,visa,debit
C03522-K1,american express,credit
C07774-K1,visa,credit
C03953-K1,visa,debit
C03859-K1,visa,credit
C10060-K1,american express,credit
C05900-K1,visa,credit
C11693-K1,visa,credit
C00883-K1,visa,credit
C12783-K1,visa,debit
C01086-K1,visa,debit
C11686-K1,visa,credit
C01506-K1,mastercard,debit
C09230-K1,visa,debit
C01247-K1,visa,credit
C03529-K1,visa,debit
C09275-K1,mastercard,debit
C02704-K1,visa,debit
C10801-K1,mastercard,debit
C02426-K1,mastercard,credit
C03849-K1,visa,debit
C12551-K1,mastercard,credit
C06596-K1,visa,credit
C09199-K1,visa,debit
C11104-K1,visa,credit
C00030-K1,visa,debit
C01576-K1,mastercard,debit
C00091-K1,visa,credit
C06882-K1,mastercard,credit
C07820-K1,mastercard,debit
C09859-K1,visa,debit
C01754-K1,visa,debit
C07573-K1,visa,debit
C04837-K1,visa,credit
C03260-K1,visa,debit
C00316-K1,mastercard,debit
C02058-K1,visa,credit
C09874-K1,visa,credit
C01022-K1,visa,debit
C13330-K1,mastercard,credit
C05525-K1,visa,credit
C02735-K1,visa,credit
C08487-K1,mastercard,debit
C03624-K1,american express,credit
C07427-K1,american express,credit
C10782-K1,american express,credit
C04631-K1,mastercard,debit
C07549-K1,mastercard,debit
C10336-K1,visa,credit
C07018-K1,visa,credit
C06475-K1,visa,debit
C03886-K1,visa,debit
C05910-K1,mastercard,credit
C08220-K1,mastercard,debit
C02116-K1,visa,credit
C03875-K1,visa,debit
C10489-K1,mastercard,debit
C06902-K1,mastercard,debit
C07079-K1,visa,credit
C09801-K1,visa,credit
C00680-K1,visa,debit
C04323-K1,visa,debit
C12220-K1,visa,debit
C04692-K1,visa,debit
C05144-K1,visa,credit
C01736-K1,visa,debit
C05706-K1,mastercard,debit
C08548-K1,visa,debit
C10160-K1,visa,debit
C05035-K1,visa,debit
C11042-K1,visa,debit
C03779-K1,visa,credit
C08158-K1,visa,debit
C12972-K1,american express,credit
C08740-K1,visa,debit
C10854-K1,visa,credit
C08843-K1,mastercard,debit
C13474-K1,mastercard,debit
C12790-K1,mastercard,credit
C12790-K2,mastercard,debit
C04711-K1,visa,debit
C11325-K1,mastercard,debit
C10290-K1,mastercard,credit
C07098-K1,mastercard,credit
C03606-K1,visa,debit
C04608-K1,mastercard,credit
C07202-K1,visa,debit
C04849-K1,mastercard,debit
C04221-K1,visa,credit
C01725-K1,visa,debit
C10536-K1,visa,debit
C10090-K1,mastercard,debit
C09699-K1,visa,debit
C06921-K1,mastercard,debit
C10882-K1,mastercard,debit
C02601-K1,mastercard,debit
C01366-K1,visa,debit
C09023-K1,mastercard,credit
C05771-K1,visa,debit
C01449-K1,visa,debit
C09505-K1,visa,credit
C06273-K1,visa,credit
C09534-K1,visa,debit
C06066-K1,visa,credit
C03455-K1,mastercard,debit
C08714-K1,mastercard,debit
C01625-K1,visa,debit
C12200-K1,visa,debit
C11016-K1,visa,credit
C07783-K1,visa,debit
C03958-K1,mastercard,debit
C00349-K1,visa,debit
C12013-K1,mastercard,debit
C13168-K1,visa,credit
C07610-K1,visa,debit
C08054-K1,mastercard,credit
C03045-K1,visa,credit
C13363-K1,visa,debit
C11869-K1,mastercard,debit
C04490-K1,visa,credit
C04584-K1,visa,credit
C06507-K1,mastercard,debit
C11349-K1,visa,debit
C10521-K1,mastercard,credit
C09875-K1,visa,credit
C10436-K1,visa,debit
C02600-K1,mastercard,debit
C00412-K1,mastercard,debit
C13074-K1,visa,debit
C11902-K1,visa,debit
C05139-K1,visa,credit
C04187-K1,american express,credit
C08216-K1,mastercard,credit
C08442-K1,mastercard,debit
C11234-K1,visa,debit
C06141-K1,mastercard,credit
C10510-K1,visa,credit
C11551-K1,american express,credit
C05000-K1,visa,credit
C13477-K1,mastercard,debit
C08633-K1,visa,debit
C00217-K1,visa,debit
C07132-K1,mastercard,debit
C11752-K1,mastercard,debit
C01097-K1,visa,credit
C10028-K1,visa,debit
C11572-K1,visa,debit
C03055-K1,mastercard,credit
C06163-K1,mastercard,debit
C09738-K1,american express,credit
C11218-K1,visa,credit
C06106-K1,visa,debit
C08763-K1,mastercard,debit
C07324-K1,mastercard,credit
C11521-K1,mastercard,credit
C13356-K1,visa,credit
C04364-K1,visa,debit
C11922-K1,mastercard,debit
C12138-K1,visa,debit
C07853-K1,visa,debit
C05667-K1,visa,debit
C10194-K1,visa,debit
C08435-K1,mastercard,debit
C09408-K1,mastercard,debit
C01914-K1,visa,credit
C07672-K1,visa,credit
C06725-K1,visa,debit
C00046-K1,visa,debit
C02051-K1,visa,debit
C02603-K1,mastercard,credit
C00605-K1,mastercard,debit
C13112-K1,visa,debit
C00074-K1,mastercard,debit
C04217-K1,visa,credit
C12021-K1,mastercard,credit
C09263-K1,visa,debit
C12331-K1,american express,credit
C07532-K1,visa,credit
C04906-K1,visa,debit
C09866-K1,,
C00011-K1,mastercard,debit
C01934-K1,mastercard,debit
C08221-K1,visa,credit
C08988-K1,mastercard,debit
C05177-K1,visa,debit
C04991-K1,visa,debit
C03233-K1,mastercard,debit
C02060-K1,visa,debit
C06355-K1,visa,debit
C02061-K1,visa,credit
C02061-K2,visa,debit
C06916-K1,mastercard,credit
C10116-K1,visa,debit
C11924-K1,visa,debit
C04617-K1,mastercard,debit
C05237-K1,mastercard,credit
C11179-K1,visa,debit
C01453-K1,mastercard,credit
C01453-K2,mastercard,credit
C11570-K1,mastercard,debit
C11106-K1,visa,debit
C02473-K1,visa,debit
C13551-K1,mastercard,debit
C06953-K1,visa,credit
C13217-K1,visa,debit
C08139-K1,mastercard,debit
C05299-K1,visa,debit
C00077-K1,visa,debit
C13106-K1,mastercard,debit
C02820-K1,visa,credit
C12392-K1,visa,credit
C01804-K1,visa,debit
C06321-K1,visa,credit
C12766-K1,visa,credit
C04132-K1,visa,credit
C02011-K1,visa,credit
C09844-K1,visa,debit
C04955-K1,visa,debit
C01235-K1,mastercard,debit
C10979-K1,visa,credit
C08282-K1,mastercard,debit
C09374-K1,visa,credit
C09702-K1,mastercard,debit
C04005-K1,american express,credit
C05626-K1,visa,debit
C05374-K1,american express,credit
C09645-K1,visa,debit
C08328-K1,visa,credit
C04909-K1,visa,debit
C01455-K1,visa,debit
C03256-K1,visa,credit
C09256-K1,visa,debit
C08655-K1,visa,credit
C05545-K1,visa,credit
C09973-K1,visa,credit
C13127-K1,mastercard,debit
C04233-K1,mastercard,credit
C00694-K1,visa,credit
C08838-K1,american express,credit
C12190-K1,visa,credit
C06209-K1,mastercard,credit
C03811-K1,mastercard,credit
C05990-K1,mastercard,debit
C12373-K1,american express,credit
C10762-K1,visa,debit
C10198-K1,visa,debit
C10235-K1,visa,debit
C03928-K1,mastercard,debit
C11895-K1,visa,credit
C10312-K1,mastercard,debit
C12995-K1,mastercard,credit
C00099-K1,mastercard,debit
C13454-K1,visa,debit
C01190-K1,visa,credit
C07613-K1,visa,credit
C10806-K1,visa,credit
C01075-K1,mastercard,credit
C03781-K1,mastercard,credit
C03094-K1,mastercard,debit
C05019-K1,visa,debit
C05319-K1,visa,credit
C06252-K1,mastercard,credit
C06583-K1,visa,credit
C09577-K1,visa,debit
C08538-K1,visa,debit
C10233-K1,visa,debit
C12539-K1,visa,debit
C00125-K1,mastercard,debit
C13265-K1,visa,debit
C13352-K1,mastercard,debit
C00903-K1,visa,debit
C00669-K1,mastercard,credit
C04321-K1,mastercard,debit
C13003-K1,visa,debit
C02259-K1,mastercard,debit
C04227-K1,visa,debit
C01324-K1,visa,credit
C07661-K1,visa,debit
C03027-K1,visa,debit
C03268-K1,american express,credit
C08116-K1,mastercard,debit
C11988-K1,visa,credit
C00292-K1,mastercard,debit
C01858-K1,visa,debit
C09661-K1,visa,credit
C12914-K1,mastercard,debit
C05200-K1,american express,debit
C10154-K1,visa,debit
C07799-K1,mastercard,credit
C01957-K1,visa,debit
C11492-K1,visa,credit
C01623-K1,mastercard,credit
C06317-K1,visa,debit
C04636-K1,visa,debit
C13534-K1,mastercard,credit
C12436-K1,mastercard,debit
C12474-K1,visa,credit
C12570-K1,visa,debit
C06517-K1,visa,credit
C10819-K1,visa,debit
C08061-K1,mastercard,credit
C00794-K1,visa,debit
C09910-K1,visa,debit
C02988-K1,visa,debit
C10146-K1,mastercard,debit
C04520-K1,visa,credit
C04981-K1,mastercard,debit
C12693-K1,mastercard,debit
C13232-K1,mastercard,credit
C12683-K1,mastercard,debit
C06982-K1,mastercard,debit
C07268-K1,visa,debit
C08118-K1,visa,credit
C01386-K1,visa,debit
C05577-K1,visa,credit
C12817-K1,mastercard,debit
C05598-K1,mastercard,debit
C01039-K1,visa,debit
C13444-K1,visa,debit
C00478-K1,visa,debit
C01945-K1,visa,debit
C04246-K1,mastercard,credit
C04309-K1,mastercard,debit
C04309-K2,,
C03350-K1,mastercard,debit
C11579-K1,mastercard,debit
C06334-K1,mastercard,debit
C03170-K1,visa,debit
C01708-K1,mastercard,debit
C11318-K1,visa,debit
C10714-K1,visa,debit
C07955-K1,visa,debit
C04139-K1,american express,credit
C03993-K1,mastercard,debit
C02267-K1,visa,debit
C09705-K1,mastercard,debit
C12735-K1,mastercard,credit
C09879-K1,mastercard,debit
C00645-K1,visa,debit
C04924-K1,visa,debit
C03046-K1,mastercard,credit
C07113-K1,visa,credit
C04412-K1,mastercard,debit
C10584-K1,visa,debit
C04625-K1,mastercard,credit
C06155-K1,visa,credit
C06192-K1,mastercard,debit
C00586-K1,visa,debit
C07496-K1,visa,debit
C09272-K1,mastercard,credit
C09062-K1,mastercard,debit
C01312-K1,mastercard,credit
C13553-K1,visa,credit
C03961-K1,visa,debit
C01038-K1,visa,debit
C08864-K1,mastercard,debit
C09182-K1,visa,credit
C09182-K2,visa,credit
C05119-K1,mastercard,debit
C01151-K1,mastercard,credit
C01530-K1,mastercard,credit
C00372-K1,visa,debit
C02901-K1,visa,debit
C01189-K1,mastercard,credit
C01967-K1,visa,credit
C03572-K1,american express,credit
C02570-K1,visa,debit
C00600-K1,visa,debit
C08309-K1,visa,debit
C06144-K1,visa,credit
C06144-K2,visa,debit
C05286-K1,visa,credit
C07550-K1,visa,debit
C01191-K1,visa,debit
C12401-K1,visa,credit
C00506-K1,mastercard,debit
C11608-K1,mastercard,debit
C06632-K1,mastercard,credit
C10557-K1,mastercard,debit
C09887-K1,visa,debit
C08088-K1,visa,debit
C11786-K1,visa,credit
C03591-K1,mastercard,debit
C01029-K1,visa,debit
C07305-K1,mastercard,credit
C07753-K1,visa,debit
C07753-K2,,
C11888-K1,mastercard,debit
C11811-K1,visa,debit
C10447-K1,visa,debit
C07525-K1,visa,credit
C01239-K1,visa,debit
C04054-K1,mastercard,debit
C06057-K1,mastercard,debit
C08835-K1,visa,debit
C06201-K1,visa,debit
C02296-K1,visa,credit
C07796-K1,visa,debit
C10497-K1,visa,debit
C04254-K1,mastercard,credit
C09115-K1,visa,credit
C04851-K1,visa,debit
C04018-K1,visa,debit
C06828-K1,visa,credit
C09021-K1,visa,debit
C04820-K1,visa,debit
C02210-K1,mastercard,debit
C05478-K1,visa,credit
C04216-K1,visa,debit
C13235-K1,visa,credit
C02369-K1,mastercard,debit
C02697-K1,american express,credit
C11650-K1,visa,debit
C06594-K1,visa,debit
C10628-K1,visa,credit
C03791-K1,mastercard,debit
C11764-K1,visa,debit
C04823-K1,american express,credit
C10567-K1,visa,credit
C05582-K1,visa,debit
C00554-K1,visa,debit
C00225-K1,visa,credit
C01971-K1,mastercard,debit
C10106-K1,mastercard,debit
C12522-K1,mastercard,debit
C03795-K1,visa,debit
C12502-K1,american express,credit
C04687-K1,visa,debit
C07408-K1,,debit
C12156-K1,american express,credit
C00738-K1,american express,credit
C00950-K1,mastercard,debit
C05752-K1,visa,debit
C06889-K1,visa,credit
C09103-K1,visa,debit
C08057-K1,visa,credit
C00720-K1,visa,credit
C06967-K1,visa,credit
C01327-K1,mastercard,debit
C09978-K1,visa,debit
C13148-K1,visa,debit
C05972-K1,visa,credit
C11705-K1,visa,debit
C00461-K1,visa,debit
C03746-K1,mastercard,credit
C06695-K1,visa,credit
C03033-K1,visa,debit
C11664-K1,visa,debit
C11519-K1,visa,debit
C07797-K1,visa,debit
C01214-K1,mastercard,debit
C11824-K1,visa,debit
C06729-K1,visa,debit
C00378-K1,visa,credit
C06095-K1,mastercard,debit
C06374-K1,american express,credit
C09659-K1,mastercard,debit
C07980-K1,visa,credit
C07046-K1,visa,debit
C04209-K1,visa,debit
C00279-K1,mastercard,debit
C06476-K1,visa,debit
